seq_num,folder,frame_num,crop_index,arrival_timestamp,interarrival_delay
39666,MVI_20052,38,5,1782347580.8386514,0.039999961853027344
39667,MVI_20051,2,4,1782347580.8788981,0.04024672508239746
39668,MVI_20035,32,8,1782347580.9187686,0.039870500564575195
39669,MVI_20035,6,8,1782347580.9587784,0.04000973701477051
39670,MVI_20033,19,3,1782347580.99953,0.04075169563293457
39671,MVI_20051,33,5,1782347581.0387402,0.03921008110046387
39672,MVI_20061,1,3,1782347581.078539,0.039798736572265625
39673,MVI_20061,41,0,1782347581.118368,0.03982901573181152
39674,MVI_20035,29,0,1782347581.1588037,0.040435791015625
39675,MVI_20034,11,0,1782347581.1984599,0.03965616226196289
39676,MVI_20052,31,3,1782347581.238764,0.04030418395996094
39677,MVI_20035,31,2,1782347581.2786293,0.03986525535583496
39678,MVI_20035,35,5,1782347581.3185613,0.0399320125579834
39679,MVI_20035,44,2,1782347581.3584063,0.03984498977661133
39680,MVI_20061,40,16,1782347581.3995488,0.04114246368408203
39681,MVI_20033,22,3,1782347581.4390562,0.039507389068603516
39682,MVI_20052,41,7,1782347581.4789217,0.03986549377441406
39683,MVI_20061,1,14,1782347581.5186458,0.039724111557006836
39684,MVI_20052,2,4,1782347581.5584018,0.039756059646606445
39685,MVI_20035,12,3,1782347581.5991988,0.04079699516296387
39686,MVI_20061,10,14,1782347581.6386628,0.03946399688720703
39687,MVI_20035,9,0,1782347581.6792269,0.04056406021118164
39688,MVI_20011,20,5,1782347581.719004,0.03977704048156738
39689,MVI_20061,42,3,1782347581.7585807,0.03957676887512207
39690,MVI_20052,4,3,1782347581.799035,0.04045438766479492
39691,MVI_20052,31,5,1782347581.839043,0.040007829666137695
39692,MVI_20034,43,2,1782347581.8787498,0.03970694541931152
39693,MVI_20052,3,8,1782347581.918631,0.039881229400634766
39694,MVI_20052,41,3,1782347581.958997,0.04036593437194824
39695,MVI_20051,38,1,1782347581.9987688,0.03977179527282715
39696,MVI_20052,23,14,1782347582.0386598,0.03989100456237793
39697,MVI_20033,17,4,1782347582.0785713,0.039911508560180664
39698,MVI_20035,22,3,1782347582.1189263,0.04035496711730957
39699,MVI_20051,41,2,1782347582.1589258,0.03999948501586914
39700,MVI_20061,10,7,1782347582.199091,0.04016518592834473
39701,MVI_20052,17,4,1782347582.2389808,0.03988981246948242
39702,MVI_20035,21,9,1782347582.2790124,0.04003167152404785
39703,MVI_20034,28,1,1782347582.3192487,0.04023623466491699
39704,MVI_20061,14,0,1782347582.3584769,0.039228200912475586
39705,MVI_20033,49,0,1782347582.3990636,0.04058670997619629
39706,MVI_20052,25,8,1782347582.4389799,0.039916276931762695
39707,MVI_20061,7,8,1782347582.4789734,0.0399935245513916
39708,MVI_20061,37,17,1782347582.5190444,0.04007101058959961
39709,MVI_20035,44,4,1782347582.5585952,0.03955078125
39710,MVI_20061,24,6,1782347582.59925,0.040654897689819336
39711,MVI_20032,42,2,1782347582.6387308,0.03948068618774414
39712,MVI_20011,27,1,1782347582.6786585,0.03992772102355957
39713,MVI_20061,18,16,1782347582.7193592,0.040700674057006836
39714,MVI_20061,29,8,1782347582.759241,0.03988194465637207
39715,MVI_20052,29,6,1782347582.7990398,0.039798736572265625
39716,MVI_20061,6,16,1782347582.8390362,0.03999638557434082
39717,MVI_20061,19,16,1782347582.8790424,0.040006160736083984
39718,MVI_20061,46,3,1782347582.9185724,0.039530038833618164
39719,MVI_20011,35,3,1782347582.9585307,0.03995823860168457
39720,MVI_20052,35,13,1782347582.9989877,0.04045701026916504
39721,MVI_20061,49,8,1782347583.03845,0.03946232795715332
39722,MVI_20061,25,16,1782347583.0793102,0.04086017608642578
39723,MVI_20011,13,1,1782347583.1187449,0.03943467140197754
39724,MVI_20051,1,0,1782347583.1589098,0.040164947509765625
39725,MVI_20052,32,1,1782347583.1985505,0.03964066505432129
39726,MVI_20061,43,18,1782347583.2390165,0.0404660701751709
39727,MVI_20035,11,10,1782347583.2789593,0.03994274139404297
39728,MVI_20061,50,1,1782347583.3186383,0.03967905044555664
39729,MVI_20035,33,10,1782347583.3586,0.03996157646179199
39730,MVI_20035,50,4,1782347583.3991947,0.04059481620788574
39731,MVI_20035,3,6,1782347583.439059,0.039864301681518555
39732,MVI_20061,19,15,1782347583.4790697,0.040010690689086914
39733,MVI_20011,14,4,1782347583.5183787,0.039309024810791016
39734,MVI_20051,31,5,1782347583.559351,0.040972232818603516
39735,MVI_20035,44,3,1782347583.5987482,0.039397239685058594
39736,MVI_20061,7,5,1782347583.6392646,0.04051637649536133
39737,MVI_20035,41,2,1782347583.6792154,0.03995084762573242
39738,MVI_20052,42,9,1782347583.718462,0.039246559143066406
39739,MVI_20052,24,14,1782347583.759147,0.04068493843078613
39740,MVI_20033,49,1,1782347583.7987556,0.03960871696472168
39741,MVI_20034,10,0,1782347583.8386443,0.039888620376586914
39742,MVI_20011,6,5,1782347583.8792703,0.04062604904174805
39743,MVI_20052,40,6,1782347583.9186475,0.03937721252441406
39744,MVI_20061,27,15,1782347583.9592495,0.04060196876525879
39745,MVI_20011,39,1,1782347583.998835,0.03958559036254883
39746,MVI_20061,20,10,1782347584.0388877,0.04005265235900879
39747,MVI_20052,16,5,1782347584.078959,0.04007124900817871
39748,MVI_20033,50,4,1782347584.118815,0.03985595703125
39749,MVI_20034,34,2,1782347584.1588497,0.04003477096557617
39750,MVI_20052,35,10,1782347584.1992338,0.04038405418395996
39751,MVI_20061,3,4,1782347584.2392147,0.03998088836669922
39752,MVI_20061,44,13,1782347584.2795346,0.04031991958618164
39753,MVI_20051,37,6,1782347584.3189027,0.0393681526184082
39754,MVI_20035,26,3,1782347584.3584235,0.0395207405090332
39755,MVI_20052,48,10,1782347584.3994722,0.04104876518249512
39756,MVI_20052,50,16,1782347584.438568,0.03909587860107422
39757,MVI_20034,14,3,1782347584.4793928,0.04082465171813965
39758,MVI_20033,28,3,1782347584.5189312,0.03953838348388672
39759,MVI_20032,3,3,1782347584.5584466,0.03951549530029297
39760,MVI_20061,34,3,1782347584.5988302,0.04038357734680176
39761,MVI_20052,22,13,1782347584.6393914,0.04056119918823242
39762,MVI_20034,8,3,1782347584.67933,0.03993868827819824
39763,MVI_20034,46,4,1782347584.719129,0.03979897499084473
39764,MVI_20035,19,1,1782347584.7588704,0.03974127769470215
39765,MVI_20052,33,8,1782347584.798272,0.03940153121948242
39766,MVI_20032,7,2,1782347584.8390481,0.04077625274658203
39767,MVI_20034,23,1,1782347584.8793187,0.04027056694030762
39768,MVI_20052,41,11,1782347584.9183757,0.039057016372680664
39769,MVI_20035,42,9,1782347584.9594421,0.04106640815734863
39770,MVI_20035,43,6,1782347584.9989948,0.03955268859863281
39771,MVI_20052,25,15,1782347585.0388637,0.039868831634521484
39772,MVI_20011,37,0,1782347585.0794013,0.04053759574890137
39773,MVI_20035,19,3,1782347585.1191528,0.039751529693603516
39774,MVI_20011,49,1,1782347585.1593518,0.04019904136657715
39775,MVI_20052,19,2,1782347585.1994994,0.04014754295349121
39776,MVI_20052,27,6,1782347585.239283,0.03978371620178223
39777,MVI_20061,47,6,1782347585.279195,0.03991198539733887
39778,MVI_20035,12,11,1782347585.3186479,0.03945279121398926
39779,MVI_20035,14,4,1782347585.3585947,0.039946794509887695
39780,MVI_20061,13,7,1782347585.3988595,0.04026484489440918
39781,MVI_20052,4,11,1782347585.4394772,0.04061770439147949
39782,MVI_20032,46,0,1782347585.479404,0.039926767349243164
39783,MVI_20052,30,5,1782347585.518646,0.03924202919006348
39784,MVI_20034,40,3,1782347585.5585523,0.03990626335144043
39785,MVI_20032,39,1,1782347585.5992432,0.04069089889526367
39786,MVI_20034,21,4,1782347585.6392825,0.0400393009185791
39787,MVI_20011,31,2,1782347585.6790593,0.03977680206298828
39788,MVI_20052,2,0,1782347585.7188354,0.03977608680725098
39789,MVI_20061,16,17,1782347585.7590559,0.04022049903869629
39790,MVI_20061,7,14,1782347585.7989464,0.03989052772521973
39791,MVI_20033,40,1,1782347585.8394835,0.040537118911743164
39792,MVI_20061,36,3,1782347585.8791091,0.03962564468383789
39793,MVI_20034,25,0,1782347585.9185174,0.039408206939697266
39794,MVI_20032,20,0,1782347585.9589694,0.040452003479003906
39795,MVI_20035,5,11,1782347585.999259,0.04028964042663574
39796,MVI_20052,16,12,1782347586.039027,0.03976798057556152
39797,MVI_20034,4,4,1782347586.0788739,0.03984689712524414
39798,MVI_20061,34,13,1782347586.1188617,0.039987802505493164
39799,MVI_20061,43,14,1782347586.1589727,0.04011106491088867
39800,MVI_20035,2,8,1782347586.1998007,0.04082798957824707
39801,MVI_20011,11,0,1782347586.2389612,0.03916049003601074
39802,MVI_20033,17,1,1782347586.2792857,0.04032444953918457
39803,MVI_20061,36,10,1782347586.3190763,0.03979063034057617
39804,MVI_20052,22,3,1782347586.3586037,0.03952741622924805
39805,MVI_20061,10,12,1782347586.3989813,0.04037761688232422
39806,MVI_20035,29,1,1782347586.4389346,0.03995323181152344
39807,MVI_20052,38,14,1782347586.4791589,0.040224313735961914
39808,MVI_20035,25,3,1782347586.5188158,0.039656877517700195
39809,MVI_20052,34,11,1782347586.558414,0.03959822654724121
39810,MVI_20034,43,0,1782347586.5988185,0.040404558181762695
39811,MVI_20051,33,1,1782347586.6389952,0.0401766300201416
39812,MVI_20011,2,5,1782347586.6790574,0.04006218910217285
39813,MVI_20061,38,9,1782347586.7191222,0.04006481170654297
39814,MVI_20061,20,15,1782347586.759135,0.04001283645629883
39815,MVI_20052,31,2,1782347586.7990112,0.03987622261047363
39816,MVI_20035,3,0,1782347586.839017,0.04000568389892578
39817,MVI_20011,31,3,1782347586.8790374,0.04002046585083008
39818,MVI_20052,32,2,1782347586.9191709,0.04013347625732422
39819,MVI_20052,7,7,1782347586.9590294,0.03985857963562012
39820,MVI_20052,27,15,1782347586.9988053,0.039775848388671875
39821,MVI_20011,10,4,1782347587.039278,0.04047274589538574
39822,MVI_20052,43,10,1782347587.0789647,0.03968667984008789
39823,MVI_20061,29,7,1782347587.1188295,0.03986477851867676
39824,MVI_20011,7,1,1782347587.1585016,0.039672136306762695
39825,MVI_20052,6,5,1782347587.199399,0.040897369384765625
39826,MVI_20035,48,3,1782347587.239459,0.04006004333496094
39827,MVI_20052,44,7,1782347587.2789214,0.03946232795715332
39828,MVI_20011,8,4,1782347587.3190122,0.04009079933166504
39829,MVI_20061,17,11,1782347587.3584785,0.03946638107299805
39830,MVI_20061,36,5,1782347587.399999,0.04152035713195801
39831,MVI_20052,19,9,1782347587.4389744,0.03897547721862793
39832,MVI_20061,18,8,1782347587.4792745,0.04030013084411621
39833,MVI_20052,49,4,1782347587.518982,0.03970742225646973
39834,MVI_20032,30,3,1782347587.5585704,0.03958845138549805
39835,MVI_20034,35,3,1782347587.5994055,0.04083514213562012
39836,MVI_20052,49,14,1782347587.6388628,0.03945732116699219
39837,MVI_20011,9,2,1782347587.679085,0.04022216796875
39838,MVI_20052,34,5,1782347587.7190711,0.03998613357543945
39839,MVI_20061,38,3,1782347587.758752,0.03968095779418945
39840,MVI_20033,9,3,1782347587.799344,0.04059195518493652
39841,MVI_20011,30,1,1782347587.8392377,0.03989362716674805
39842,MVI_20061,40,0,1782347587.8788345,0.0395967960357666
39843,MVI_20061,7,9,1782347587.9184802,0.03964567184448242
39844,MVI_20061,40,11,1782347587.9584339,0.03995370864868164
39845,MVI_20034,22,2,1782347587.9987853,0.04035139083862305
39846,MVI_20033,19,0,1782347588.038409,0.03962373733520508
39847,MVI_20034,30,4,1782347588.0787954,0.04038643836975098
39848,MVI_20061,37,9,1782347588.1189618,0.040166378021240234
39849,MVI_20052,9,1,1782347588.1590362,0.04007434844970703
39850,MVI_20061,2,11,1782347588.19929,0.04025387763977051
39851,MVI_20034,28,2,1782347588.23888,0.039589881896972656
39852,MVI_20011,25,5,1782347588.2792532,0.04037332534790039
39853,MVI_20051,27,1,1782347588.3189619,0.039708614349365234
39854,MVI_20061,24,2,1782347588.3586001,0.03963828086853027
39855,MVI_20052,36,5,1782347588.399084,0.040483951568603516
39856,MVI_20035,3,12,1782347588.4391835,0.040099382400512695
39857,MVI_20052,37,3,1782347588.4791636,0.039980173110961914
39858,MVI_20051,47,0,1782347588.5191283,0.03996467590332031
39859,MVI_20061,5,15,1782347588.559003,0.03987479209899902
39860,MVI_20034,8,0,1782347588.5990827,0.040079593658447266
39861,MVI_20052,40,13,1782347588.6394439,0.04036116600036621
39862,MVI_20011,44,2,1782347588.679043,0.03959918022155762
39863,MVI_20035,24,5,1782347588.7190688,0.04002571105957031
39864,MVI_20061,49,5,1782347588.7588418,0.039772987365722656
39865,MVI_20052,25,4,1782347588.798923,0.04008126258850098
39866,MVI_20035,34,2,1782347588.8390062,0.04008316993713379
39867,MVI_20061,17,14,1782347588.879078,0.040071725845336914
39868,MVI_20011,25,0,1782347588.918497,0.03941917419433594
39869,MVI_20035,50,11,1782347588.9593205,0.04082345962524414
39870,MVI_20061,48,8,1782347588.9992292,0.039908647537231445
39871,MVI_20034,2,3,1782347589.0392103,0.03998112678527832
39872,MVI_20035,20,2,1782347589.079195,0.039984703063964844
39873,MVI_20052,1,8,1782347589.119141,0.03994607925415039
39874,MVI_20033,32,1,1782347589.1594074,0.04026627540588379
39875,MVI_20033,46,3,1782347589.1991994,0.03979206085205078
39876,MVI_20035,30,3,1782347589.2388418,0.039642333984375
39877,MVI_20035,38,9,1782347589.2790272,0.04018545150756836
39878,MVI_20033,29,3,1782347589.318572,0.03954482078552246
39879,MVI_20034,21,3,1782347589.358613,0.04004096984863281
39880,MVI_20035,16,1,1782347589.3992653,0.04065227508544922
39881,MVI_20052,21,6,1782347589.4391427,0.03987741470336914
39882,MVI_20051,29,2,1782347589.4793134,0.04017066955566406
39883,MVI_20051,42,2,1782347589.5189068,0.03959345817565918
39884,MVI_20061,45,7,1782347589.5584898,0.03958296775817871
39885,MVI_20061,9,10,1782347589.5993793,0.04088950157165527
39886,MVI_20052,33,4,1782347589.6388729,0.039493560791015625
39887,MVI_20061,5,0,1782347589.6788673,0.03999447822570801
39888,MVI_20035,27,6,1782347589.718661,0.03979372978210449
39889,MVI_20052,12,9,1782347589.7591562,0.04049515724182129
39890,MVI_20061,28,12,1782347589.7990263,0.03987002372741699
39891,MVI_20051,37,3,1782347589.8387954,0.03976917266845703
39892,MVI_20061,7,3,1782347589.8791018,0.04030632972717285
39893,MVI_20052,45,15,1782347589.918897,0.0397951602935791
39894,MVI_20052,10,0,1782347589.9592965,0.04039955139160156
39895,MVI_20061,45,17,1782347589.999103,0.03980660438537598
39896,MVI_20051,35,3,1782347590.0390744,0.039971351623535156
39897,MVI_20061,21,1,1782347590.0789783,0.039903879165649414
39898,MVI_20052,49,15,1782347590.1188715,0.039893150329589844
39899,MVI_20061,46,12,1782347590.1589642,0.04009270668029785
39900,MVI_20061,15,4,1782347590.1991024,0.04013824462890625
39901,MVI_20033,27,0,1782347590.239328,0.04022550582885742
39902,MVI_20052,17,3,1782347590.2797253,0.04039740562438965
39903,MVI_20052,4,10,1782347590.3188095,0.03908419609069824
39904,MVI_20051,31,1,1782347590.358472,0.03966259956359863
39905,MVI_20051,24,0,1782347590.3989198,0.04044771194458008
39906,MVI_20035,15,3,1782347590.4392579,0.04033803939819336
39907,MVI_20051,9,1,1782347590.4788725,0.03961467742919922
39908,MVI_20052,42,0,1782347590.5187743,0.0399017333984375
39909,MVI_20061,19,14,1782347590.5586598,0.039885520935058594
39910,MVI_20032,1,1,1782347590.5989459,0.04028606414794922
39911,MVI_20035,46,2,1782347590.6385145,0.03956866264343262
39912,MVI_20033,23,2,1782347590.6790106,0.040496110916137695
39913,MVI_20052,29,13,1782347590.7185242,0.039513587951660156
39914,MVI_20052,16,10,1782347590.7589903,0.0404660701751709
39915,MVI_20061,39,4,1782347590.7989824,0.03999209403991699
39916,MVI_20035,14,8,1782347590.8388171,0.03983473777770996
39917,MVI_20052,9,8,1782347590.8792617,0.04044461250305176
39918,MVI_20011,10,2,1782347590.9189055,0.03964376449584961
39919,MVI_20035,47,9,1782347590.9592588,0.04035329818725586
39920,MVI_20035,22,6,1782347590.9990509,0.03979206085205078
39921,MVI_20052,3,9,1782347591.0386617,0.039610862731933594
39922,MVI_20033,43,1,1782347591.0792582,0.04059648513793945
39923,MVI_20052,19,3,1782347591.1188366,0.03957843780517578
39924,MVI_20035,9,2,1782347591.1587386,0.0399019718170166
39925,MVI_20051,46,3,1782347591.1993546,0.04061603546142578
39926,MVI_20052,23,1,1782347591.2390306,0.03967595100402832
39927,MVI_20033,6,1,1782347591.2787423,0.039711713790893555
39928,MVI_20035,21,8,1782347591.3187358,0.0399935245513916
39929,MVI_20061,49,12,1782347591.3585324,0.03979659080505371
39930,MVI_20061,33,19,1782347591.3997612,0.0412287712097168
39931,MVI_20061,25,14,1782347591.439053,0.0392918586730957
39932,MVI_20061,23,0,1782347591.4796565,0.0406033992767334
39933,MVI_20035,18,10,1782347591.5188675,0.03921103477478027
39934,MVI_20051,50,0,1782347591.5585287,0.03966116905212402
39935,MVI_20033,40,0,1782347591.599091,0.04056239128112793
39936,MVI_20061,14,7,1782347591.6392431,0.04015207290649414
39937,MVI_20061,19,1,1782347591.6792986,0.04005551338195801
39938,MVI_20061,1,1,1782347591.7189379,0.03963923454284668
39939,MVI_20035,12,6,1782347591.758784,0.039846181869506836
39940,MVI_20035,17,0,1782347591.7990365,0.0402524471282959
39941,MVI_20051,27,2,1782347591.8390121,0.039975643157958984
39942,MVI_20035,38,0,1782347591.8790727,0.04006052017211914
39943,MVI_20035,36,2,1782347591.91858,0.039507389068603516
39944,MVI_20011,18,1,1782347591.958988,0.04040789604187012
39945,MVI_20035,17,3,1782347591.9992614,0.040273427963256836
39946,MVI_20051,45,1,1782347592.0391407,0.03987932205200195
39947,MVI_20032,26,2,1782347592.0791357,0.03999495506286621
39948,MVI_20051,22,0,1782347592.1188612,0.039725542068481445
39949,MVI_20032,8,2,1782347592.1590748,0.040213584899902344
39950,MVI_20052,33,0,1782347592.1989708,0.03989601135253906
39951,MVI_20051,31,0,1782347592.239143,0.04017210006713867
39952,MVI_20061,28,1,1782347592.2791824,0.0400395393371582
39953,MVI_20061,39,17,1782347592.3191056,0.03992319107055664
39954,MVI_20061,29,13,1782347592.35862,0.03951430320739746
39955,MVI_20061,22,14,1782347592.398886,0.04026603698730469
39956,MVI_20035,43,7,1782347592.438984,0.040097951889038086
39957,MVI_20061,16,3,1782347592.4800043,0.04102039337158203
39958,MVI_20061,44,14,1782347592.519145,0.03914070129394531
39959,MVI_20034,11,1,1782347592.5587392,0.039594173431396484
39960,MVI_20033,44,2,1782347592.5994074,0.04066824913024902
39961,MVI_20035,29,4,1782347592.6393096,0.0399022102355957
39962,MVI_20051,32,2,1782347592.6790755,0.03976583480834961
39963,MVI_20011,47,3,1782347592.7185185,0.039443016052246094
39964,MVI_20032,5,0,1782347592.7590218,0.04050326347351074
39965,MVI_20052,9,7,1782347592.7992432,0.040221452713012695
39966,MVI_20061,42,9,1782347592.839439,0.04019570350646973
39967,MVI_20051,5,5,1782347592.8788915,0.039452552795410156
39968,MVI_20061,18,12,1782347592.9189281,0.040036678314208984
39969,MVI_20061,2,7,1782347592.9591365,0.04020833969116211
39970,MVI_20052,24,4,1782347592.9993365,0.040199995040893555
39971,MVI_20052,7,6,1782347593.0389464,0.03960990905761719
39972,MVI_20032,38,2,1782347593.0787063,0.03975987434387207
39973,MVI_20052,26,12,1782347593.1188307,0.04012441635131836
39974,MVI_20051,27,4,1782347593.1589706,0.04013991355895996
39975,MVI_20052,32,7,1782347593.198796,0.039825439453125
39976,MVI_20061,27,7,1782347593.2394273,0.04063129425048828
39977,MVI_20061,50,18,1782347593.2790751,0.039647817611694336
39978,MVI_20035,22,10,1782347593.3190196,0.03994441032409668
39979,MVI_20035,28,1,1782347593.3583276,0.03930807113647461
39980,MVI_20035,7,6,1782347593.3993256,0.040997982025146484
39981,MVI_20052,33,3,1782347593.4389288,0.039603233337402344
39982,MVI_20052,45,7,1782347593.4791136,0.040184736251831055
39983,MVI_20061,46,0,1782347593.5187526,0.03963899612426758
39984,MVI_20033,4,0,1782347593.5585954,0.039842844009399414
39985,MVI_20035,20,6,1782347593.5995965,0.041001081466674805
39986,MVI_20011,30,6,1782347593.639273,0.03967642784118652
39987,MVI_20052,42,5,1782347593.679256,0.03998303413391113
39988,MVI_20051,1,3,1782347593.7188945,0.039638519287109375
39989,MVI_20032,50,2,1782347593.7586553,0.03976082801818848
39990,MVI_20052,35,3,1782347593.7984967,0.039841413497924805
39991,MVI_20061,12,4,1782347593.8390052,0.04050850868225098
39992,MVI_20034,15,3,1782347593.8790004,0.03999519348144531
39993,MVI_20052,26,9,1782347593.9191504,0.04014992713928223
39994,MVI_20061,45,0,1782347593.9590914,0.03994107246398926
39995,MVI_20034,17,2,1782347593.9990368,0.039945363998413086
39996,MVI_20011,1,0,1782347594.0393653,0.0403285026550293
39997,MVI_20033,14,1,1782347594.0788224,0.039457082748413086
39998,MVI_20052,5,4,1782347594.1186168,0.0397944450378418
39999,MVI_20035,23,3,1782347594.1586423,0.04002547264099121
