seq_num,folder,frame_num,crop_index,label,send_timestamp
75,MVI_20062,8,6,1,1782339348.6351643
76,MVI_20062,8,7,1,1782339348.6751897
77,MVI_20062,8,8,0,1782339348.7151973
78,MVI_20062,8,9,0,1782339348.7551982
79,MVI_20062,9,0,0,1782339348.8032787
80,MVI_20062,9,1,0,1782339348.8352368
81,MVI_20062,9,2,0,1782339348.875218
82,MVI_20062,9,3,0,1782339348.9152424
83,MVI_20062,9,4,0,1782339348.9552226
84,MVI_20062,9,5,0,1782339348.995175
85,MVI_20062,9,6,1,1782339349.035159
86,MVI_20062,9,7,1,1782339349.0751805
87,MVI_20062,9,8,0,1782339349.1151834
88,MVI_20062,9,9,0,1782339349.1552284
89,MVI_20062,10,0,0,1782339349.2032807
90,MVI_20062,10,1,0,1782339349.235197
91,MVI_20062,10,2,0,1782339349.27518
92,MVI_20062,10,3,0,1782339349.3152473
93,MVI_20062,10,4,0,1782339349.3552532
94,MVI_20062,10,5,0,1782339349.3952146
95,MVI_20062,10,6,1,1782339349.4352286
96,MVI_20062,10,7,1,1782339349.4752421
97,MVI_20062,10,8,0,1782339349.5152068
98,MVI_20062,10,9,0,1782339349.5551739
99,MVI_20062,11,0,0,1782339349.6034992
100,MVI_20062,11,1,0,1782339349.635212
101,MVI_20062,11,2,0,1782339349.6752243
102,MVI_20062,11,3,0,1782339349.715195
103,MVI_20062,11,4,0,1782339349.7552006
104,MVI_20062,11,5,0,1782339349.7952096
105,MVI_20062,11,6,1,1782339349.8351812
106,MVI_20062,11,7,1,1782339349.8751566
107,MVI_20062,11,8,0,1782339349.9151568
108,MVI_20062,11,9,0,1782339349.9551718
109,MVI_20062,12,0,0,1782339350.0045774
110,MVI_20062,12,1,0,1782339350.0351863
111,MVI_20062,12,2,0,1782339350.0751936
112,MVI_20062,12,3,0,1782339350.115184
113,MVI_20062,12,4,0,1782339350.1551666
114,MVI_20062,12,5,0,1782339350.195289
115,MVI_20062,12,6,1,1782339350.2352164
116,MVI_20062,12,7,1,1782339350.275193
117,MVI_20062,12,8,0,1782339350.3152206
118,MVI_20062,12,9,0,1782339350.3552597
119,MVI_20062,13,0,0,1782339350.4040759
120,MVI_20062,13,1,0,1782339350.4351757
121,MVI_20062,13,2,0,1782339350.4752076
122,MVI_20062,13,3,0,1782339350.5152178
123,MVI_20062,13,4,0,1782339350.555209
124,MVI_20062,13,5,0,1782339350.5952737
125,MVI_20062,13,6,1,1782339350.6352425
126,MVI_20062,13,7,1,1782339350.675191
127,MVI_20062,13,8,0,1782339350.7152715
128,MVI_20062,13,9,0,1782339350.7552357
129,MVI_20062,14,0,0,1782339350.8034308
130,MVI_20062,14,1,0,1782339350.8352993
131,MVI_20062,14,2,0,1782339350.875219
132,MVI_20062,14,3,0,1782339350.9152148
133,MVI_20062,14,4,0,1782339350.955277
134,MVI_20062,14,5,1,1782339350.995311
135,MVI_20062,14,6,1,1782339351.035165
136,MVI_20062,14,7,0,1782339351.0752554
137,MVI_20062,14,8,0,1782339351.115216
138,MVI_20062,15,0,0,1782339351.1634772
139,MVI_20062,15,1,0,1782339351.1952517
140,MVI_20062,15,2,0,1782339351.2353382
141,MVI_20062,15,3,0,1782339351.2753282
142,MVI_20062,15,4,0,1782339351.3152149
143,MVI_20062,15,5,1,1782339351.355218
144,MVI_20062,15,6,1,1782339351.3952687
145,MVI_20062,15,7,0,1782339351.4353182
146,MVI_20062,15,8,0,1782339351.475286
147,MVI_20062,16,0,0,1782339351.523104
148,MVI_20062,16,1,0,1782339351.5552115
149,MVI_20062,16,2,0,1782339351.5951893
150,MVI_20062,16,3,0,1782339351.6352036
151,MVI_20062,16,4,0,1782339351.675232
152,MVI_20062,16,5,1,1782339351.7152498
153,MVI_20062,16,6,1,1782339351.7552197
154,MVI_20062,16,7,0,1782339351.7952118
155,MVI_20062,16,8,0,1782339351.835169
156,MVI_20062,17,0,0,1782339351.8835292
157,MVI_20062,17,1,0,1782339351.9151788
158,MVI_20062,17,2,0,1782339351.9552083
159,MVI_20062,17,3,0,1782339351.9952705
160,MVI_20062,17,4,0,1782339352.0352259
161,MVI_20062,17,5,1,1782339352.0752146
162,MVI_20062,17,6,1,1782339352.1152527
163,MVI_20062,17,7,0,1782339352.1552203
164,MVI_20062,17,8,0,1782339352.1952333
165,MVI_20062,18,0,0,1782339352.243825
166,MVI_20062,18,1,0,1782339352.27526
167,MVI_20062,18,2,0,1782339352.315301
168,MVI_20062,18,3,0,1782339352.355229
169,MVI_20062,18,4,0,1782339352.395326
170,MVI_20062,18,5,1,1782339352.4354322
171,MVI_20062,18,6,1,1782339352.4754066
172,MVI_20062,18,7,0,1782339352.5159802
173,MVI_20062,18,8,0,1782339352.5554168
174,MVI_20062,19,0,0,1782339352.607325
175,MVI_20062,19,1,0,1782339352.635757
176,MVI_20062,19,2,0,1782339352.6753883
177,MVI_20062,19,3,0,1782339352.715851
178,MVI_20062,19,4,0,1782339352.7553072
179,MVI_20062,19,5,1,1782339352.7958288
180,MVI_20062,19,6,1,1782339352.8354008
181,MVI_20062,19,7,0,1782339352.875447
182,MVI_20062,19,8,0,1782339352.9162867
183,MVI_20062,20,0,0,1782339352.9668875
184,MVI_20062,20,1,0,1782339352.9953997
185,MVI_20062,20,2,0,1782339353.0354562
186,MVI_20062,20,3,0,1782339353.0752513
187,MVI_20062,20,4,1,1782339353.1153557
188,MVI_20062,20,5,1,1782339353.1555831
189,MVI_20062,20,6,0,1782339353.1952393
190,MVI_20062,20,7,0,1782339353.2355824
191,MVI_20062,21,0,0,1782339353.2874334
192,MVI_20062,21,1,0,1782339353.3153167
193,MVI_20062,21,2,0,1782339353.3552768
194,MVI_20062,21,3,0,1782339353.3954527
195,MVI_20062,21,4,1,1782339353.4355922
196,MVI_20062,21,5,1,1782339353.47526
197,MVI_20062,21,6,0,1782339353.5152948
198,MVI_20062,21,7,0,1782339353.5553772
199,MVI_20062,22,0,0,1782339353.6071606
200,MVI_20062,22,1,0,1782339353.6353629
201,MVI_20062,22,2,0,1782339353.675364
202,MVI_20062,22,3,0,1782339353.7153776
203,MVI_20062,22,4,1,1782339353.7552886
204,MVI_20062,22,5,1,1782339353.795369
205,MVI_20062,22,6,0,1782339353.8353987
206,MVI_20062,22,7,0,1782339353.8754022
207,MVI_20062,23,0,0,1782339353.9278395
208,MVI_20062,23,1,0,1782339353.9552598
209,MVI_20062,23,2,0,1782339353.9953783
210,MVI_20062,23,3,0,1782339354.035431
211,MVI_20062,23,4,1,1782339354.075438
212,MVI_20062,23,5,1,1782339354.1154752
213,MVI_20062,23,6,0,1782339354.1553597
214,MVI_20062,23,7,0,1782339354.195461
215,MVI_20062,24,0,0,1782339354.2468615
216,MVI_20062,24,1,0,1782339354.2753515
217,MVI_20062,24,2,0,1782339354.3157578
218,MVI_20062,24,3,0,1782339354.3552797
219,MVI_20062,24,4,1,1782339354.3954065
220,MVI_20062,24,5,1,1782339354.4352524
221,MVI_20062,24,6,0,1782339354.4757495
222,MVI_20062,24,7,0,1782339354.5157635
223,MVI_20062,25,0,0,1782339354.5657938
224,MVI_20062,25,1,0,1782339354.5953534
225,MVI_20062,25,2,0,1782339354.635403
226,MVI_20062,25,3,0,1782339354.6754591
227,MVI_20062,25,4,1,1782339354.7157865
228,MVI_20062,25,5,1,1782339354.7553003
229,MVI_20062,25,6,0,1782339354.795627
230,MVI_20062,25,7,0,1782339354.8352408
231,MVI_20062,26,0,0,1782339354.8848784
232,MVI_20062,26,1,0,1782339354.9157357
233,MVI_20062,26,2,0,1782339354.955725
234,MVI_20062,26,3,0,1782339354.99542
235,MVI_20062,26,4,1,1782339355.0353618
236,MVI_20062,26,5,1,1782339355.0754066
237,MVI_20062,26,6,0,1782339355.1157641
238,MVI_20062,26,7,0,1782339355.1554284
239,MVI_20062,27,0,0,1782339355.2056096
240,MVI_20062,27,1,0,1782339355.2359216
241,MVI_20062,27,2,0,1782339355.2753916
242,MVI_20062,27,3,0,1782339355.3160064
243,MVI_20062,27,4,1,1782339355.35542
244,MVI_20062,27,5,1,1782339355.395415
245,MVI_20062,27,6,0,1782339355.4353561
246,MVI_20062,27,7,0,1782339355.4752903
247,MVI_20062,28,0,0,1782339355.5259478
248,MVI_20062,28,1,0,1782339355.5557191
249,MVI_20062,28,2,0,1782339355.5956767
250,MVI_20062,28,3,0,1782339355.635373
251,MVI_20062,28,4,1,1782339355.675747
252,MVI_20062,28,5,1,1782339355.7156417
253,MVI_20062,28,6,0,1782339355.755394
254,MVI_20062,28,7,0,1782339355.795428
255,MVI_20062,29,0,0,1782339355.8454084
256,MVI_20062,29,1,0,1782339355.875229
257,MVI_20062,29,2,0,1782339355.915416
258,MVI_20062,29,3,0,1782339355.9554095
259,MVI_20062,29,4,1,1782339355.9954076
260,MVI_20062,29,5,1,1782339356.0354335
261,MVI_20062,29,6,0,1782339356.0756814
262,MVI_20062,29,7,0,1782339356.1164858
263,MVI_20062,30,0,0,1782339356.1652462
264,MVI_20062,30,1,0,1782339356.195271
265,MVI_20062,30,2,0,1782339356.2353415
266,MVI_20062,30,3,0,1782339356.2753003
267,MVI_20062,30,4,1,1782339356.315391
268,MVI_20062,30,5,1,1782339356.3553805
269,MVI_20062,30,6,0,1782339356.3953483
270,MVI_20062,30,7,0,1782339356.435354
271,MVI_20062,31,0,0,1782339356.485195
272,MVI_20062,31,1,0,1782339356.5153782
273,MVI_20062,31,2,0,1782339356.5552964
274,MVI_20062,31,3,0,1782339356.5956287
275,MVI_20062,31,4,1,1782339356.63544
276,MVI_20062,31,5,1,1782339356.675241
277,MVI_20062,31,6,0,1782339356.7154324
278,MVI_20062,31,7,0,1782339356.7552717
279,MVI_20062,32,0,0,1782339356.8080711
280,MVI_20062,32,1,0,1782339356.8353498
281,MVI_20062,32,2,0,1782339356.875344
282,MVI_20062,32,3,0,1782339356.915307
283,MVI_20062,32,4,1,1782339356.955386
284,MVI_20062,32,5,1,1782339356.9953704
285,MVI_20062,32,6,0,1782339357.0353568
286,MVI_20062,32,7,0,1782339357.0753832
287,MVI_20062,33,0,0,1782339357.127815
288,MVI_20062,33,1,0,1782339357.1553397
289,MVI_20062,33,2,0,1782339357.1953757
290,MVI_20062,33,3,0,1782339357.2352366
291,MVI_20062,33,4,1,1782339357.2753923
292,MVI_20062,33,5,1,1782339357.315777
293,MVI_20062,33,6,0,1782339357.3555737
294,MVI_20062,33,7,0,1782339357.3957195
295,MVI_20062,34,0,0,1782339357.4483304
296,MVI_20062,34,1,0,1782339357.4752712
297,MVI_20062,34,2,0,1782339357.5153036
298,MVI_20062,34,3,0,1782339357.5554023
299,MVI_20062,34,4,1,1782339357.5953875
300,MVI_20062,34,5,1,1782339357.6353567
301,MVI_20062,34,6,0,1782339357.6753511
302,MVI_20062,34,7,0,1782339357.715377
303,MVI_20062,35,0,0,1782339357.7659256
304,MVI_20062,35,1,0,1782339357.795379
305,MVI_20062,35,2,0,1782339357.8354235
306,MVI_20062,35,3,0,1782339357.8753486
307,MVI_20062,35,4,1,1782339357.915227
308,MVI_20062,35,5,1,1782339357.955609
309,MVI_20062,35,6,0,1782339357.99524
310,MVI_20062,35,7,0,1782339358.0353656
311,MVI_20062,36,0,0,1782339358.085663
312,MVI_20062,36,1,0,1782339358.1153502
313,MVI_20062,36,2,0,1782339358.1556313
314,MVI_20062,36,3,0,1782339358.1961195
315,MVI_20062,36,4,1,1782339358.2352486
316,MVI_20062,36,5,1,1782339358.2752993
317,MVI_20062,36,6,0,1782339358.3153684
318,MVI_20062,36,7,0,1782339358.3553739
319,MVI_20062,37,0,0,1782339358.4059122
320,MVI_20062,37,1,0,1782339358.43539
321,MVI_20062,37,2,0,1782339358.4754038
322,MVI_20062,37,3,0,1782339358.5158002
323,MVI_20062,37,4,1,1782339358.5554018
324,MVI_20062,37,5,1,1782339358.5952537
325,MVI_20062,37,6,0,1782339358.6353505
326,MVI_20062,37,7,0,1782339358.6753829
327,MVI_20062,38,0,0,1782339358.7263548
328,MVI_20062,38,1,0,1782339358.7553647
329,MVI_20062,38,2,0,1782339358.7957213
330,MVI_20062,38,3,0,1782339358.8353477
331,MVI_20062,38,4,1,1782339358.8754609
332,MVI_20062,38,5,1,1782339358.9154158
333,MVI_20062,38,6,0,1782339358.955273
334,MVI_20062,38,7,0,1782339358.9953523
335,MVI_20062,39,0,0,1782339359.0464892
336,MVI_20062,39,1,0,1782339359.07526
337,MVI_20062,39,2,0,1782339359.1153576
338,MVI_20062,39,3,0,1782339359.155407
339,MVI_20062,39,4,1,1782339359.1954005
340,MVI_20062,39,5,1,1782339359.2353814
341,MVI_20062,39,6,0,1782339359.2752986
342,MVI_20062,39,7,0,1782339359.315344
343,MVI_20062,40,0,0,1782339359.3669045
344,MVI_20062,40,1,0,1782339359.395355
345,MVI_20062,40,2,0,1782339359.435862
346,MVI_20062,40,3,0,1782339359.4757822
347,MVI_20062,40,4,1,1782339359.5154054
348,MVI_20062,40,5,1,1782339359.555328
349,MVI_20062,40,6,0,1782339359.5953934
350,MVI_20062,40,7,0,1782339359.6354232
351,MVI_20062,41,0,0,1782339359.6865752
352,MVI_20062,41,1,0,1782339359.7153602
353,MVI_20062,41,2,0,1782339359.7553651
354,MVI_20062,41,3,0,1782339359.7953746
355,MVI_20062,41,4,1,1782339359.83534
356,MVI_20062,41,5,1,1782339359.8754547
357,MVI_20062,41,6,0,1782339359.9153483
358,MVI_20062,41,7,0,1782339359.955473
359,MVI_20062,42,0,0,1782339360.0070639
360,MVI_20062,42,1,0,1782339360.0353281
361,MVI_20062,42,2,0,1782339360.0753658
362,MVI_20062,42,3,0,1782339360.1154027
363,MVI_20062,42,4,1,1782339360.1553493
364,MVI_20062,42,5,1,1782339360.195351
365,MVI_20062,42,6,0,1782339360.2352462
366,MVI_20062,42,7,0,1782339360.2752504
367,MVI_20062,43,0,0,1782339360.3269436
368,MVI_20062,43,1,0,1782339360.3553405
369,MVI_20062,43,2,0,1782339360.3953738
370,MVI_20062,43,3,0,1782339360.435364
371,MVI_20062,43,4,1,1782339360.475331
372,MVI_20062,43,5,1,1782339360.5153794
373,MVI_20062,43,6,0,1782339360.5553315
374,MVI_20062,43,7,0,1782339360.59537
375,MVI_20062,44,0,0,1782339360.6474977
376,MVI_20062,44,1,0,1782339360.6752212
377,MVI_20062,44,2,0,1782339360.7153897
378,MVI_20062,44,3,0,1782339360.7552185
379,MVI_20062,44,4,1,1782339360.7953522
380,MVI_20062,44,5,1,1782339360.8353715
381,MVI_20062,44,6,0,1782339360.8753936
382,MVI_20062,44,7,0,1782339360.9156747
383,MVI_20062,45,0,0,1782339360.9683115
384,MVI_20062,45,1,0,1782339360.995416
385,MVI_20062,45,2,0,1782339361.0352986
386,MVI_20062,45,3,0,1782339361.075275
387,MVI_20062,45,4,1,1782339361.1153991
388,MVI_20062,45,5,1,1782339361.1553762
389,MVI_20062,45,6,0,1782339361.195371
390,MVI_20062,45,7,0,1782339361.2354126
391,MVI_20062,46,0,0,1782339361.287582
392,MVI_20062,46,1,0,1782339361.3152258
393,MVI_20062,46,2,0,1782339361.3554173
394,MVI_20062,46,3,0,1782339361.3956213
395,MVI_20062,46,4,1,1782339361.4353943
396,MVI_20062,46,5,1,1782339361.4753954
397,MVI_20062,46,6,0,1782339361.5153904
398,MVI_20062,46,7,0,1782339361.555359
399,MVI_20062,47,0,0,1782339361.6069503
400,MVI_20062,47,1,0,1782339361.6353498
401,MVI_20062,47,2,0,1782339361.6753807
402,MVI_20062,47,3,0,1782339361.7152882
403,MVI_20062,47,4,1,1782339361.755341
404,MVI_20062,47,5,1,1782339361.7953436
405,MVI_20062,47,6,0,1782339361.835429
406,MVI_20062,47,7,0,1782339361.8752248
407,MVI_20062,48,0,0,1782339361.9267943
408,MVI_20062,48,1,0,1782339361.9552205
409,MVI_20062,48,2,0,1782339361.9954312
410,MVI_20062,48,3,0,1782339362.035381
411,MVI_20062,48,4,1,1782339362.0754714
412,MVI_20062,48,5,1,1782339362.1152158
413,MVI_20062,48,6,0,1782339362.1554089
414,MVI_20062,48,7,0,1782339362.1953611
415,MVI_20062,49,0,0,1782339362.2480009
416,MVI_20062,49,1,0,1782339362.275407
417,MVI_20062,49,2,0,1782339362.3153572
418,MVI_20062,49,3,0,1782339362.355389
419,MVI_20062,49,4,1,1782339362.395344
420,MVI_20062,49,5,1,1782339362.4354465
421,MVI_20062,49,6,0,1782339362.475375
422,MVI_20062,49,7,0,1782339362.5153346
423,MVI_20062,50,0,0,1782339362.565799
424,MVI_20062,50,1,0,1782339362.5953426
425,MVI_20062,50,2,0,1782339362.6353378
426,MVI_20062,50,3,0,1782339362.6757514
427,MVI_20062,50,4,1,1782339362.7153196
428,MVI_20062,50,5,1,1782339362.7553048
429,MVI_20062,50,6,0,1782339362.7953322
430,MVI_20062,50,7,0,1782339362.8353765
431,MVI_20063,1,0,0,1782339362.942104
432,MVI_20063,1,1,0,1782339362.9421222
433,MVI_20063,1,2,2,1782339362.9552114
434,MVI_20063,2,0,0,1782339363.0065303
435,MVI_20063,2,1,0,1782339363.035347
436,MVI_20063,2,2,2,1782339363.075246
437,MVI_20063,3,0,0,1782339363.1287537
438,MVI_20063,3,1,0,1782339363.1553566
439,MVI_20063,3,2,2,1782339363.1953523
440,MVI_20063,4,0,0,1782339363.2464187
441,MVI_20063,4,1,0,1782339363.275396
442,MVI_20063,4,2,2,1782339363.315251
443,MVI_20063,5,0,0,1782339363.3663747
444,MVI_20063,5,1,0,1782339363.3953586
445,MVI_20063,5,2,2,1782339363.4353771
446,MVI_20063,6,0,0,1782339363.4871297
447,MVI_20063,6,1,0,1782339363.515402
448,MVI_20063,6,2,2,1782339363.5558355
449,MVI_20063,7,0,0,1782339363.6067653
450,MVI_20063,7,1,0,1782339363.6353498
451,MVI_20063,7,2,2,1782339363.6753218
452,MVI_20063,8,0,0,1782339363.7273035
453,MVI_20063,8,1,0,1782339363.7553449
454,MVI_20063,8,2,2,1782339363.79535
455,MVI_20063,9,0,0,1782339363.8469846
456,MVI_20063,9,1,0,1782339363.875315
457,MVI_20063,9,2,2,1782339363.9152822
458,MVI_20063,10,0,0,1782339363.9618468
459,MVI_20063,10,1,0,1782339363.9953039
460,MVI_20063,10,2,2,1782339364.035366
461,MVI_20063,11,0,0,1782339364.0832078
462,MVI_20063,11,1,0,1782339364.1152928
463,MVI_20063,11,2,2,1782339364.1552799
464,MVI_20063,12,0,0,1782339364.202072
465,MVI_20063,12,1,0,1782339364.235422
466,MVI_20063,12,2,2,1782339364.2752857
467,MVI_20063,13,0,0,1782339364.3257546
468,MVI_20063,13,1,0,1782339364.355345
469,MVI_20063,13,2,2,1782339364.3954191
470,MVI_20063,14,0,0,1782339364.4451175
471,MVI_20063,14,1,0,1782339364.475385
472,MVI_20063,14,2,2,1782339364.5153544
473,MVI_20063,15,0,0,1782339364.562016
474,MVI_20063,15,1,0,1782339364.5952556
475,MVI_20063,15,2,2,1782339364.6353312
476,MVI_20063,16,0,0,1782339364.6817987
477,MVI_20063,16,1,0,1782339364.7153094
478,MVI_20063,16,2,2,1782339364.7552266
479,MVI_20063,17,0,0,1782339364.802322
480,MVI_20063,17,1,0,1782339364.8352842
481,MVI_20063,17,2,2,1782339364.8753273
482,MVI_20063,18,0,0,1782339364.9224653
483,MVI_20063,18,1,0,1782339364.9553742
484,MVI_20063,18,2,2,1782339364.9953768
485,MVI_20063,19,0,0,1782339365.0462227
486,MVI_20063,19,1,0,1782339365.0753686
487,MVI_20063,19,2,2,1782339365.1156232
488,MVI_20063,20,0,0,1782339365.164119
489,MVI_20063,20,1,0,1782339365.195397
490,MVI_20063,20,2,2,1782339365.2353528
491,MVI_20063,21,0,0,1782339365.2861748
492,MVI_20063,21,1,0,1782339365.3153505
493,MVI_20063,21,2,1,1782339365.3553474
494,MVI_20063,21,3,2,1782339365.3954248
495,MVI_20063,22,0,0,1782339365.444536
496,MVI_20063,22,1,0,1782339365.475266
497,MVI_20063,22,2,1,1782339365.515293
498,MVI_20063,22,3,2,1782339365.5553493
499,MVI_20063,23,0,0,1782339365.6064363
500,MVI_20063,23,1,0,1782339365.6353962
501,MVI_20063,23,2,1,1782339365.6752687
502,MVI_20063,23,3,2,1782339365.7154076
503,MVI_20063,24,0,0,1782339365.7644787
504,MVI_20063,24,1,0,1782339365.7953959
505,MVI_20063,24,2,1,1782339365.835364
506,MVI_20063,24,3,2,1782339365.8752456
507,MVI_20063,25,0,0,1782339365.9263666
508,MVI_20063,25,1,0,1782339365.9554296
509,MVI_20063,25,2,1,1782339365.9953866
510,MVI_20063,25,3,2,1782339366.0353603
511,MVI_20063,26,0,0,1782339366.08708
512,MVI_20063,26,1,0,1782339366.1154573
513,MVI_20063,26,2,1,1782339366.155384
514,MVI_20063,26,3,2,1782339366.195423
515,MVI_20063,27,0,0,1782339366.2455938
516,MVI_20063,27,1,0,1782339366.275918
517,MVI_20063,27,2,1,1782339366.315405
518,MVI_20063,27,3,2,1782339366.355379
519,MVI_20063,28,0,0,1782339366.404597
520,MVI_20063,28,1,0,1782339366.4353745
521,MVI_20063,28,2,1,1782339366.4753668
522,MVI_20063,28,3,2,1782339366.5152748
523,MVI_20063,29,0,0,1782339366.5635026
524,MVI_20063,29,1,0,1782339366.595261
525,MVI_20063,29,2,1,1782339366.635247
526,MVI_20063,29,3,2,1782339366.675376
527,MVI_20063,30,0,0,1782339366.722288
528,MVI_20063,30,1,0,1782339366.7552347
529,MVI_20063,30,2,1,1782339366.7952516
530,MVI_20063,30,3,2,1782339366.835449
531,MVI_20063,31,0,0,1782339366.885607
532,MVI_20063,31,1,0,1782339366.915242
533,MVI_20063,31,2,1,1782339366.9553723
534,MVI_20063,31,3,2,1782339366.9952593
535,MVI_20063,32,0,0,1782339367.041892
536,MVI_20063,32,1,0,1782339367.0757546
537,MVI_20063,32,2,1,1782339367.1155052
538,MVI_20063,32,3,2,1782339367.1554024
539,MVI_20063,33,0,0,1782339367.2079794
540,MVI_20063,33,1,0,1782339367.2357802
541,MVI_20063,33,2,1,1782339367.275397
542,MVI_20063,33,3,2,1782339367.315396
543,MVI_20063,34,0,0,1782339367.3643777
544,MVI_20063,34,1,0,1782339367.3955827
545,MVI_20063,34,2,1,1782339367.4353664
546,MVI_20063,34,3,2,1782339367.475232
547,MVI_20063,35,0,0,1782339367.5277507
548,MVI_20063,35,1,0,1782339367.5553396
549,MVI_20063,35,2,1,1782339367.5953913
550,MVI_20063,35,3,2,1782339367.635384
551,MVI_20063,36,0,0,1782339367.684183
552,MVI_20063,36,1,0,1782339367.715271
553,MVI_20063,36,2,1,1782339367.7553535
554,MVI_20063,36,3,2,1782339367.7953744
555,MVI_20063,37,0,0,1782339367.8437617
556,MVI_20063,37,1,0,1782339367.8753762
557,MVI_20063,37,2,1,1782339367.9152687
558,MVI_20063,37,3,2,1782339367.955389
559,MVI_20063,38,0,0,1782339368.004466
560,MVI_20063,38,1,0,1782339368.0354042
561,MVI_20063,38,2,1,1782339368.0752156
562,MVI_20063,38,3,2,1782339368.115333
563,MVI_20063,39,0,0,1782339368.167095
564,MVI_20063,39,1,0,1782339368.195396
565,MVI_20063,39,2,1,1782339368.2353823
566,MVI_20063,39,3,2,1782339368.275335
567,MVI_20063,40,0,0,1782339368.3244793
568,MVI_20063,40,1,0,1782339368.3553596
569,MVI_20063,40,2,1,1782339368.3953714
570,MVI_20063,40,3,2,1782339368.435374
571,MVI_20063,41,0,0,1782339368.486842
572,MVI_20063,41,1,0,1782339368.5153058
573,MVI_20063,41,2,1,1782339368.5553205
574,MVI_20063,41,3,2,1782339368.5952797
575,MVI_20063,42,0,0,1782339368.643279
576,MVI_20063,42,1,0,1782339368.675489
577,MVI_20063,42,2,1,1782339368.7153723
578,MVI_20063,42,3,2,1782339368.7557633
579,MVI_20063,43,0,0,1782339368.8065093
580,MVI_20063,43,1,0,1782339368.8354077
581,MVI_20063,43,2,1,1782339368.8757336
582,MVI_20063,43,3,2,1782339368.915349
583,MVI_20063,44,0,0,1782339368.9646318
584,MVI_20063,44,1,0,1782339368.9953804
585,MVI_20063,44,2,1,1782339369.0352755
586,MVI_20063,44,3,2,1782339369.075754
587,MVI_20063,45,0,0,1782339369.126535
