seq_num,folder,frame_num,crop_index,arrival_timestamp,interarrival_delay
39715,MVI_20062,13,9,1782347582.7957127,0.03975701332092285
39716,MVI_20064,41,4,1782347582.8356364,0.039923667907714844
39717,MVI_20064,32,9,1782347582.8761244,0.04048800468444824
39718,MVI_20065,2,4,1782347582.9162636,0.040139198303222656
39719,MVI_20063,42,1,1782347582.9555492,0.03928565979003906
39720,MVI_20062,23,2,1782347582.995597,0.040047645568847656
39721,MVI_20064,6,5,1782347583.0354934,0.039896488189697266
39722,MVI_20065,38,5,1782347583.0753248,0.03983139991760254
39723,MVI_20064,2,8,1782347583.1155949,0.040270090103149414
39724,MVI_20065,18,0,1782347583.156156,0.04056119918823242
39725,MVI_20065,5,4,1782347583.1958623,0.03970623016357422
39726,MVI_20063,50,3,1782347583.2353578,0.03949546813964844
39727,MVI_20062,21,2,1782347583.2760835,0.0407257080078125
39728,MVI_20064,5,9,1782347583.3153179,0.03923439979553223
39729,MVI_20062,42,6,1782347583.3559885,0.04067063331604004
39730,MVI_20063,31,2,1782347583.3956285,0.039639949798583984
39731,MVI_20064,18,12,1782347583.435483,0.03985452651977539
39732,MVI_20065,32,4,1782347583.4761434,0.04066038131713867
39733,MVI_20064,4,10,1782347583.5156577,0.03951430320739746
39734,MVI_20065,15,4,1782347583.5554476,0.03978991508483887
39735,MVI_20063,18,0,1782347583.59608,0.04063248634338379
39736,MVI_20063,18,1,1782347583.6361246,0.040044546127319336
39737,MVI_20065,15,1,1782347583.6753051,0.03918051719665527
39738,MVI_20065,41,2,1782347583.71556,0.040254831314086914
39739,MVI_20062,17,2,1782347583.7556753,0.0401153564453125
39740,MVI_20065,29,2,1782347583.795739,0.04006361961364746
39741,MVI_20064,24,3,1782347583.83576,0.04002118110656738
39742,MVI_20062,10,4,1782347583.8763142,0.040554046630859375
39743,MVI_20064,23,4,1782347583.9152784,0.038964271545410156
39744,MVI_20065,33,0,1782347583.9558055,0.0405271053314209
39745,MVI_20063,10,0,1782347583.9963372,0.04053163528442383
39746,MVI_20064,25,1,1782347584.0354006,0.039063453674316406
39747,MVI_20064,46,6,1782347584.0757468,0.04034614562988281
39748,MVI_20065,39,4,1782347584.1157408,0.039994001388549805
39749,MVI_20065,14,1,1782347584.155696,0.03995513916015625
39750,MVI_20065,31,5,1782347584.1957517,0.04005575180053711
39751,MVI_20062,35,4,1782347584.2355764,0.039824724197387695
39752,MVI_20065,18,1,1782347584.275573,0.03999662399291992
39753,MVI_20064,33,8,1782347584.315315,0.03974199295043945
39754,MVI_20063,40,2,1782347584.3555157,0.04020071029663086
39755,MVI_20062,37,7,1782347584.3959143,0.040398597717285156
39756,MVI_20062,11,5,1782347584.435783,0.03986859321594238
39757,MVI_20062,25,3,1782347584.4755752,0.03979229927062988
39758,MVI_20062,50,6,1782347584.515822,0.04024672508239746
39759,MVI_20064,10,10,1782347584.5559585,0.04013657569885254
39760,MVI_20064,49,7,1782347584.5954342,0.03947567939758301
39761,MVI_20065,34,1,1782347584.635882,0.04044771194458008
39762,MVI_20064,43,5,1782347584.676043,0.0401611328125
39763,MVI_20062,13,4,1782347584.7156136,0.03957056999206543
39764,MVI_20065,26,1,1782347584.7556245,0.040010929107666016
39765,MVI_20062,22,6,1782347584.795771,0.0401463508605957
39766,MVI_20062,9,0,1782347584.835571,0.039800167083740234
39767,MVI_20063,32,1,1782347584.8752456,0.03967452049255371
39768,MVI_20062,42,1,1782347584.9158435,0.04059791564941406
39769,MVI_20064,23,10,1782347584.955465,0.039621591567993164
39770,MVI_20064,15,6,1782347584.9955826,0.040117502212524414
39771,MVI_20064,38,3,1782347585.0359733,0.040390729904174805
39772,MVI_20064,22,11,1782347585.0753393,0.03936600685119629
39773,MVI_20064,19,6,1782347585.1155972,0.040257930755615234
39774,MVI_20064,13,2,1782347585.1556325,0.040035247802734375
39775,MVI_20065,31,6,1782347585.195358,0.039725542068481445
39776,MVI_20063,35,1,1782347585.2354324,0.04007434844970703
39777,MVI_20062,29,2,1782347585.2763028,0.04087042808532715
39778,MVI_20064,45,7,1782347585.3160574,0.039754629135131836
39779,MVI_20065,12,1,1782347585.3559344,0.03987693786621094
39780,MVI_20065,45,5,1782347585.395919,0.039984703063964844
39781,MVI_20065,40,5,1782347585.4356,0.03968095779418945
39782,MVI_20064,4,0,1782347585.475659,0.04005885124206543
39783,MVI_20065,33,3,1782347585.515371,0.03971219062805176
39784,MVI_20065,46,4,1782347585.555948,0.040576934814453125
39785,MVI_20064,40,12,1782347585.595763,0.03981494903564453
39786,MVI_20065,14,2,1782347585.6357355,0.039972543716430664
39787,MVI_20062,43,6,1782347585.6756222,0.0398867130279541
39788,MVI_20065,19,1,1782347585.7159505,0.040328264236450195
39789,MVI_20064,27,10,1782347585.755745,0.0397944450378418
39790,MVI_20062,41,2,1782347585.7960885,0.040343523025512695
39791,MVI_20064,17,12,1782347585.8359368,0.03984832763671875
39792,MVI_20063,28,2,1782347585.8756351,0.03969836235046387
39793,MVI_20064,37,10,1782347585.9157927,0.04015755653381348
39794,MVI_20065,1,5,1782347585.9560885,0.04029583930969238
39795,MVI_20064,3,10,1782347585.9958215,0.039732933044433594
39796,MVI_20065,15,3,1782347586.035758,0.03993654251098633
39797,MVI_20064,46,11,1782347586.076074,0.040315866470336914
39798,MVI_20064,27,0,1782347586.1153042,0.0392303466796875
39799,MVI_20062,47,5,1782347586.1562445,0.040940284729003906
39800,MVI_20065,2,0,1782347586.1959424,0.039697885513305664
39801,MVI_20065,36,1,1782347586.2358844,0.039942026138305664
39802,MVI_20064,49,12,1782347586.275642,0.039757490158081055
39803,MVI_20063,49,1,1782347586.316344,0.040702104568481445
39804,MVI_20063,47,3,1782347586.355617,0.03927302360534668
39805,MVI_20064,39,6,1782347586.3953114,0.03969430923461914
39806,MVI_20064,48,7,1782347586.4358625,0.040551185607910156
39807,MVI_20063,43,1,1782347586.4755905,0.03972792625427246
39808,MVI_20064,12,3,1782347586.5162575,0.040667057037353516
39809,MVI_20065,13,3,1782347586.5552769,0.03901934623718262
39810,MVI_20063,33,0,1782347586.5955825,0.04030561447143555
39811,MVI_20062,42,3,1782347586.6356153,0.04003286361694336
39812,MVI_20063,31,0,1782347586.6755874,0.03997206687927246
39813,MVI_20062,30,0,1782347586.7160742,0.040486812591552734
39814,MVI_20062,50,7,1782347586.7559845,0.039910316467285156
39815,MVI_20063,26,3,1782347586.7962189,0.04023432731628418
39816,MVI_20064,47,2,1782347586.8358579,0.03963899612426758
39817,MVI_20065,10,2,1782347586.8755753,0.03971743583679199
39818,MVI_20064,36,7,1782347586.9155936,0.040018320083618164
39819,MVI_20063,38,3,1782347586.9559605,0.04036688804626465
39820,MVI_20064,4,1,1782347586.996105,0.04014444351196289
39821,MVI_20065,23,3,1782347587.035799,0.03969407081604004
39822,MVI_20065,49,0,1782347587.075641,0.03984189033508301
39823,MVI_20063,15,2,1782347587.1156192,0.0399782657623291
39824,MVI_20065,1,0,1782347587.155498,0.03987884521484375
39825,MVI_20062,11,3,1782347587.195737,0.04023885726928711
39826,MVI_20062,11,4,1782347587.2361143,0.04037737846374512
39827,MVI_20064,35,9,1782347587.2758229,0.039708614349365234
39828,MVI_20062,21,7,1782347587.3157384,0.03991556167602539
39829,MVI_20062,10,2,1782347587.355457,0.0397186279296875
39830,MVI_20062,44,1,1782347587.3958569,0.040399789810180664
39831,MVI_20065,33,1,1782347587.4361806,0.040323734283447266
39832,MVI_20064,43,2,1782347587.4757807,0.03960013389587402
39833,MVI_20064,18,4,1782347587.516075,0.04029417037963867
39834,MVI_20065,33,2,1782347587.5555751,0.03950023651123047
39835,MVI_20062,48,1,1782347587.595431,0.03985595703125
39836,MVI_20064,5,11,1782347587.6357977,0.04036664962768555
39837,MVI_20064,13,7,1782347587.6760373,0.040239572525024414
39838,MVI_20064,20,2,1782347587.7158306,0.03979325294494629
39839,MVI_20064,6,9,1782347587.7556891,0.03985857963562012
39840,MVI_20064,1,7,1782347587.795852,0.04016280174255371
39841,MVI_20065,42,0,1782347587.8354988,0.03964686393737793
39842,MVI_20062,8,4,1782347587.8757775,0.04027867317199707
39843,MVI_20064,34,1,1782347587.9158132,0.04003572463989258
39844,MVI_20064,3,9,1782347587.9560742,0.040261030197143555
39845,MVI_20064,22,1,1782347587.99559,0.03951573371887207
39846,MVI_20064,42,12,1782347588.0354722,0.03988218307495117
39847,MVI_20065,44,5,1782347588.0756211,0.04014897346496582
39848,MVI_20064,29,2,1782347588.11529,0.03966879844665527
39849,MVI_20064,22,5,1782347588.1554756,0.04018568992614746
39850,MVI_20062,15,2,1782347588.195419,0.03994345664978027
39851,MVI_20062,29,6,1782347588.23588,0.040460824966430664
39852,MVI_20064,22,2,1782347588.275755,0.039875030517578125
39853,MVI_20064,49,4,1782347588.3157742,0.04001927375793457
39854,MVI_20062,26,5,1782347588.3557842,0.04000997543334961
39855,MVI_20064,50,13,1782347588.3958948,0.04011058807373047
39856,MVI_20065,42,2,1782347588.4356127,0.039717912673950195
39857,MVI_20065,5,6,1782347588.4757526,0.04013991355895996
39858,MVI_20062,40,7,1782347588.5153434,0.03959083557128906
39859,MVI_20062,43,4,1782347588.5556204,0.04027700424194336
39860,MVI_20064,17,4,1782347588.595752,0.040131568908691406
39861,MVI_20063,30,1,1782347588.6357663,0.04001426696777344
39862,MVI_20064,50,8,1782347588.6756408,0.03987455368041992
39863,MVI_20062,14,2,1782347588.716316,0.04067516326904297
39864,MVI_20062,27,3,1782347588.7559788,0.039662837982177734
39865,MVI_20064,30,9,1782347588.7964408,0.04046201705932617
39866,MVI_20062,19,3,1782347588.835946,0.0395052433013916
39867,MVI_20062,33,3,1782347588.875727,0.03978085517883301
39868,MVI_20064,35,13,1782347588.9153538,0.0396268367767334
39869,MVI_20063,41,1,1782347588.9554002,0.04004645347595215
39870,MVI_20063,18,2,1782347588.996128,0.040727853775024414
39871,MVI_20065,4,4,1782347589.0354955,0.0393674373626709
39872,MVI_20065,39,5,1782347589.075851,0.04035544395446777
39873,MVI_20065,13,2,1782347589.1161506,0.04029965400695801
39874,MVI_20064,31,6,1782347589.155721,0.03957033157348633
39875,MVI_20065,17,6,1782347589.1956658,0.03994488716125488
39876,MVI_20064,45,9,1782347589.2356079,0.039942026138305664
39877,MVI_20064,35,5,1782347589.2754889,0.039880990982055664
39878,MVI_20064,44,11,1782347589.3154805,0.03999161720275879
39879,MVI_20062,48,2,1782347589.35593,0.04044961929321289
39880,MVI_20064,5,6,1782347589.395891,0.03996086120605469
39881,MVI_20064,28,8,1782347589.4354608,0.039569854736328125
39882,MVI_20064,39,13,1782347589.4754107,0.039949893951416016
39883,MVI_20062,32,2,1782347589.516033,0.04062223434448242
39884,MVI_20064,50,11,1782347589.555633,0.03960013389587402
39885,MVI_20064,3,1,1782347589.595945,0.04031181335449219
39886,MVI_20064,2,10,1782347589.6359663,0.040021419525146484
39887,MVI_20064,9,1,1782347589.675689,0.03972268104553223
39888,MVI_20062,4,8,1782347589.715467,0.03977799415588379
39889,MVI_20064,1,9,1782347589.755646,0.04017901420593262
39890,MVI_20065,25,0,1782347589.7957628,0.04011678695678711
39891,MVI_20064,14,5,1782347589.8360126,0.04024982452392578
39892,MVI_20062,5,0,1782347589.8756547,0.0396420955657959
39893,MVI_20064,20,1,1782347589.9155848,0.039930105209350586
39894,MVI_20062,30,3,1782347589.9559126,0.04032778739929199
39895,MVI_20065,41,4,1782347589.995924,0.04001140594482422
39896,MVI_20064,27,2,1782347590.036153,0.040229082107543945
39897,MVI_20062,18,0,1782347590.0763109,0.04015779495239258
39898,MVI_20063,42,2,1782347590.115508,0.03919720649719238
39899,MVI_20063,28,1,1782347590.1557512,0.04024314880371094
39900,MVI_20064,10,2,1782347590.1959388,0.04018759727478027
39901,MVI_20064,14,13,1782347590.2357764,0.03983759880065918
39902,MVI_20065,39,7,1782347590.2755985,0.03982210159301758
39903,MVI_20064,22,12,1782347590.3154545,0.03985595703125
39904,MVI_20062,6,6,1782347590.3559582,0.040503740310668945
39905,MVI_20063,33,2,1782347590.3960433,0.0400850772857666
39906,MVI_20065,24,4,1782347590.43594,0.03989672660827637
39907,MVI_20064,47,1,1782347590.4758108,0.0398707389831543
39908,MVI_20064,31,1,1782347590.5155954,0.03978466987609863
39909,MVI_20064,3,11,1782347590.5553885,0.03979301452636719
39910,MVI_20064,32,0,1782347590.5960348,0.04064631462097168
39911,MVI_20064,49,0,1782347590.635667,0.039632320404052734
39912,MVI_20062,4,3,1782347590.6759386,0.04027152061462402
39913,MVI_20065,19,3,1782347590.7158117,0.03987312316894531
39914,MVI_20064,44,3,1782347590.7554753,0.03966355323791504
39915,MVI_20062,20,3,1782347590.7959607,0.040485382080078125
39916,MVI_20062,9,9,1782347590.8358047,0.03984403610229492
39917,MVI_20062,47,2,1782347590.8757453,0.039940595626831055
39918,MVI_20062,26,4,1782347590.915622,0.039876699447631836
39919,MVI_20064,13,6,1782347590.9559164,0.04029440879821777
39920,MVI_20062,27,1,1782347590.9957645,0.03984808921813965
39921,MVI_20065,47,2,1782347591.035761,0.03999662399291992
39922,MVI_20064,45,4,1782347591.0754273,0.039666175842285156
39923,MVI_20063,43,0,1782347591.1157255,0.0402982234954834
39924,MVI_20063,47,1,1782347591.1556926,0.03996706008911133
39925,MVI_20064,47,13,1782347591.1963737,0.04068112373352051
39926,MVI_20065,32,3,1782347591.2354145,0.03904080390930176
39927,MVI_20062,33,5,1782347591.275668,0.040253400802612305
39928,MVI_20064,32,13,1782347591.315448,0.0397801399230957
39929,MVI_20063,46,3,1782347591.3556182,0.04017019271850586
39930,MVI_20064,50,0,1782347591.396244,0.040625810623168945
39931,MVI_20065,45,1,1782347591.4357755,0.03953146934509277
39932,MVI_20064,5,13,1782347591.4754305,0.03965497016906738
39933,MVI_20065,26,4,1782347591.5159454,0.04051494598388672
39934,MVI_20065,9,6,1782347591.5554655,0.0395200252532959
39935,MVI_20065,41,0,1782347591.5957751,0.04030966758728027
39936,MVI_20064,38,5,1782347591.636101,0.04032588005065918
39937,MVI_20064,32,6,1782347591.6758943,0.03979325294494629
39938,MVI_20063,2,2,1782347591.7155998,0.039705514907836914
39939,MVI_20062,41,4,1782347591.7557876,0.040187835693359375
39940,MVI_20062,24,2,1782347591.7953818,0.039594173431396484
39941,MVI_20062,31,4,1782347591.8356767,0.04029488563537598
39942,MVI_20064,10,11,1782347591.87546,0.03978323936462402
39943,MVI_20063,13,0,1782347591.915909,0.04044914245605469
39944,MVI_20062,31,6,1782347591.9554312,0.03952217102050781
39945,MVI_20065,28,3,1782347591.9957783,0.04034709930419922
39946,MVI_20062,16,6,1782347592.0354424,0.03966403007507324
39947,MVI_20064,33,10,1782347592.0759928,0.04055047035217285
39948,MVI_20065,30,3,1782347592.1159468,0.03995394706726074
39949,MVI_20065,47,1,1782347592.1557684,0.039821624755859375
39950,MVI_20065,48,2,1782347592.1957572,0.03998875617980957
39951,MVI_20065,36,4,1782347592.2363944,0.04063725471496582
39952,MVI_20064,30,11,1782347592.2755804,0.03918600082397461
39953,MVI_20063,41,2,1782347592.3158276,0.040247201919555664
39954,MVI_20064,35,3,1782347592.355254,0.039426326751708984
39955,MVI_20062,10,3,1782347592.3960533,0.04079937934875488
39956,MVI_20065,29,3,1782347592.4355965,0.03954315185546875
39957,MVI_20065,39,3,1782347592.475619,0.04002261161804199
39958,MVI_20062,40,4,1782347592.5159583,0.04033923149108887
39959,MVI_20064,13,11,1782347592.556298,0.04033970832824707
39960,MVI_20062,28,5,1782347592.5961294,0.03983139991760254
39961,MVI_20064,48,11,1782347592.6359258,0.03979635238647461
39962,MVI_20062,24,4,1782347592.675578,0.039652347564697266
39963,MVI_20062,44,0,1782347592.7153592,0.03978109359741211
39964,MVI_20064,42,13,1782347592.755585,0.04022574424743652
39965,MVI_20064,33,12,1782347592.7956011,0.04001617431640625
39966,MVI_20063,23,2,1782347592.8355825,0.03998136520385742
39967,MVI_20062,1,8,1782347592.8763776,0.040795087814331055
39968,MVI_20062,5,1,1782347592.915615,0.03923749923706055
39969,MVI_20064,33,2,1782347592.9557736,0.04015851020812988
39970,MVI_20064,32,11,1782347592.9962537,0.04048013687133789
39971,MVI_20063,20,1,1782347593.0354261,0.03917241096496582
39972,MVI_20062,22,5,1782347593.0757608,0.04033470153808594
39973,MVI_20064,35,2,1782347593.1159906,0.04022979736328125
39974,MVI_20064,19,13,1782347593.155782,0.03979134559631348
39975,MVI_20064,35,7,1782347593.1956685,0.039886474609375
39976,MVI_20063,1,1,1782347593.235928,0.040259599685668945
39977,MVI_20062,38,3,1782347593.2757826,0.03985452651977539
39978,MVI_20065,8,5,1782347593.3158753,0.04009270668029785
39979,MVI_20062,17,5,1782347593.3559382,0.040062904357910156
39980,MVI_20065,20,0,1782347593.3959386,0.04000043869018555
39981,MVI_20064,39,2,1782347593.4356544,0.03971576690673828
39982,MVI_20064,33,13,1782347593.4754379,0.039783477783203125
39983,MVI_20062,12,4,1782347593.515995,0.040557146072387695
39984,MVI_20064,9,7,1782347593.555653,0.0396580696105957
39985,MVI_20062,47,0,1782347593.5959284,0.04027533531188965
39986,MVI_20062,25,5,1782347593.635757,0.03982853889465332
39987,MVI_20062,32,3,1782347593.6759343,0.040177345275878906
39988,MVI_20065,8,4,1782347593.7154295,0.039495229721069336
39989,MVI_20063,48,2,1782347593.7559426,0.040513038635253906
39990,MVI_20064,6,10,1782347593.7956934,0.03975081443786621
39991,MVI_20064,26,5,1782347593.835767,0.04007363319396973
39992,MVI_20062,41,6,1782347593.8763175,0.04055047035217285
39993,MVI_20062,2,4,1782347593.915576,0.039258480072021484
39994,MVI_20064,1,12,1782347593.9554293,0.03985333442687988
39995,MVI_20063,40,0,1782347593.99561,0.04018068313598633
39996,MVI_20064,41,1,1782347594.035944,0.04033398628234863
39997,MVI_20064,34,5,1782347594.0755935,0.03964948654174805
39998,MVI_20065,28,2,1782347594.1162598,0.04066634178161621
39999,MVI_20064,11,1,1782347594.155322,0.0390622615814209
