round,seq_num,folder,frame_num,crop_index,label,send_timestamp
0,101,MVI_39761,13,0,0,1782345525.038292
0,102,MVI_39771,24,6,0,1782345525.0778866
0,103,MVI_39761,7,4,0,1782345525.1177838
0,104,MVI_39771,3,4,0,1782345525.1579137
0,105,MVI_39761,6,3,0,1782345525.1981096
0,106,MVI_39781,25,1,0,1782345525.2380922
0,107,MVI_39761,46,5,0,1782345525.2781746
0,108,MVI_39771,40,5,0,1782345525.3179903
0,109,MVI_39781,14,2,0,1782345525.357762
0,110,MVI_39781,39,0,0,1782345525.3978362
0,111,MVI_39761,38,4,0,1782345525.4380677
0,112,MVI_39781,38,1,0,1782345525.477698
0,113,MVI_39761,11,1,0,1782345525.5177634
0,114,MVI_39771,42,0,0,1782345525.5576892
0,115,MVI_39781,18,0,0,1782345525.5978072
0,116,MVI_39781,20,0,0,1782345525.638041
0,117,MVI_39781,12,0,0,1782345525.6777782
0,118,MVI_39771,33,1,0,1782345525.7177575
0,119,MVI_39761,15,1,0,1782345525.757813
0,120,MVI_39761,17,0,0,1782345525.7982323
0,121,MVI_39761,12,0,0,1782345525.8378549
0,122,MVI_39781,13,0,0,1782345525.8777528
0,123,MVI_39771,40,2,0,1782345525.917889
0,124,MVI_39761,40,3,0,1782345525.9577856
0,125,MVI_39761,43,3,0,1782345525.997757
0,126,MVI_39781,11,2,0,1782345526.0378325
0,127,MVI_39771,1,2,0,1782345526.0777843
0,128,MVI_39761,37,4,0,1782345526.1177113
0,129,MVI_39761,13,5,0,1782345526.1583023
0,130,MVI_39771,46,2,0,1782345526.1982973
0,131,MVI_39761,4,3,0,1782345526.2379742
0,132,MVI_39761,26,1,0,1782345526.2778888
0,133,MVI_39761,7,3,0,1782345526.3181927
0,134,MVI_39781,37,0,0,1782345526.3578596
0,135,MVI_39771,45,2,0,1782345526.3979335
0,136,MVI_39771,1,1,0,1782345526.437818
0,137,MVI_39771,23,2,0,1782345526.477909
0,138,MVI_39771,2,0,0,1782345526.5178442
0,139,MVI_39781,47,0,0,1782345526.5581138
0,140,MVI_39771,46,1,0,1782345526.5977983
0,141,MVI_39781,30,0,0,1782345526.6383147
0,142,MVI_39771,49,1,0,1782345526.6778271
0,143,MVI_39781,15,1,0,1782345526.7178266
0,144,MVI_39771,41,4,2,1782345526.7579436
0,145,MVI_39771,50,2,0,1782345526.798185
0,146,MVI_39771,13,6,0,1782345526.8379734
0,147,MVI_39771,37,6,0,1782345526.8784144
0,148,MVI_39761,15,0,0,1782345526.9180915
0,149,MVI_39761,6,1,0,1782345526.957915
0,150,MVI_39781,28,0,0,1782345526.9981644
0,151,MVI_39781,30,1,0,1782345527.0382988
0,152,MVI_39761,29,1,0,1782345527.0778055
0,153,MVI_39781,9,1,0,1782345527.1180692
0,154,MVI_39761,35,2,0,1782345527.157758
0,155,MVI_39761,28,1,0,1782345527.1981986
0,156,MVI_39771,20,1,0,1782345527.2378597
0,157,MVI_39771,21,4,0,1782345527.278117
0,158,MVI_39771,13,5,2,1782345527.3178058
0,159,MVI_39761,2,2,0,1782345527.3577788
0,160,MVI_39761,38,0,0,1782345527.3979156
0,161,MVI_39761,48,5,0,1782345527.4383433
0,162,MVI_39771,6,0,0,1782345527.477928
0,163,MVI_39761,8,0,0,1782345527.5178022
0,164,MVI_39771,42,1,0,1782345527.5581977
0,165,MVI_39771,14,2,0,1782345527.5978327
0,166,MVI_39771,16,1,0,1782345527.6379201
0,167,MVI_39771,39,6,0,1782345527.6780088
0,168,MVI_39781,11,1,0,1782345527.7181106
0,169,MVI_39771,41,0,0,1782345527.7579124
0,170,MVI_39761,25,0,0,1782345527.7978911
0,171,MVI_39761,37,0,0,1782345527.8382149
0,172,MVI_39771,22,6,0,1782345527.8781965
0,173,MVI_39761,5,1,0,1782345527.9179397
0,174,MVI_39771,27,4,2,1782345527.9583273
0,175,MVI_39771,10,3,0,1782345527.9985669
0,176,MVI_39761,30,4,0,1782345528.0380974
0,177,MVI_39771,31,0,0,1782345528.0778408
0,178,MVI_39761,20,3,0,1782345528.1185465
0,179,MVI_39771,30,5,0,1782345528.1582184
0,180,MVI_39771,45,0,0,1782345528.1981351
0,181,MVI_39761,22,1,0,1782345528.2382078
0,182,MVI_39761,22,2,0,1782345528.2780902
0,183,MVI_39771,50,3,2,1782345528.3177166
0,184,MVI_39761,15,5,0,1782345528.357846
0,185,MVI_39771,44,1,0,1782345528.3978019
0,186,MVI_39781,12,2,0,1782345528.4379823
0,187,MVI_39761,36,2,0,1782345528.4783306
0,188,MVI_39781,19,1,0,1782345528.5179155
0,189,MVI_39771,26,0,0,1782345528.558197
0,190,MVI_39761,44,1,0,1782345528.597832
0,191,MVI_39771,38,0,0,1782345528.6378772
0,192,MVI_39781,16,2,0,1782345528.6782339
0,193,MVI_39761,31,0,0,1782345528.7178864
0,194,MVI_39761,38,3,0,1782345528.757888
0,195,MVI_39771,22,2,0,1782345528.798511
0,196,MVI_39771,19,4,0,1782345528.838208
0,197,MVI_39761,7,2,0,1782345528.8785777
0,198,MVI_39771,32,2,0,1782345528.9181697
0,199,MVI_39771,46,6,0,1782345528.9582157
0,200,MVI_39771,22,1,0,1782345528.9978282
0,201,MVI_39761,47,1,0,1782345529.0382185
0,202,MVI_39771,41,6,0,1782345529.078391
0,203,MVI_39761,1,4,0,1782345529.117942
0,204,MVI_39761,32,3,0,1782345529.1582007
0,205,MVI_39771,47,5,0,1782345529.197928
0,206,MVI_39761,49,1,0,1782345529.2378402
0,207,MVI_39781,4,1,0,1782345529.2780743
0,208,MVI_39771,20,7,0,1782345529.3178818
0,209,MVI_39771,12,5,2,1782345529.357792
0,210,MVI_39761,37,2,0,1782345529.39812
0,211,MVI_39771,14,1,0,1782345529.4381945
0,212,MVI_39761,42,3,0,1782345529.478339
0,213,MVI_39771,35,5,0,1782345529.5178165
0,214,MVI_39761,40,4,0,1782345529.5583055
0,215,MVI_39771,18,0,0,1782345529.598167
0,216,MVI_39761,35,3,0,1782345529.637747
0,217,MVI_39761,43,4,0,1782345529.6778097
0,218,MVI_39761,32,2,0,1782345529.7178655
0,219,MVI_39761,41,0,0,1782345529.7579918
0,220,MVI_39771,8,2,0,1782345529.798076
0,221,MVI_39771,14,3,0,1782345529.8379755
0,222,MVI_39771,28,0,0,1782345529.8784015
0,223,MVI_39761,16,2,0,1782345529.9182909
0,224,MVI_39761,28,4,0,1782345529.958233
0,225,MVI_39761,2,4,0,1782345529.9983594
0,226,MVI_39781,29,1,0,1782345530.0378995
0,227,MVI_39771,49,0,0,1782345530.0778668
0,228,MVI_39771,11,3,0,1782345530.1178966
0,229,MVI_39771,39,4,2,1782345530.1583028
0,230,MVI_39771,48,0,0,1782345530.1980681
0,231,MVI_39771,10,5,2,1782345530.2382038
0,232,MVI_39771,27,5,0,1782345530.2780151
0,233,MVI_39781,3,1,0,1782345530.3179398
0,234,MVI_39761,13,1,0,1782345530.3577423
0,235,MVI_39771,40,0,0,1782345530.3982255
0,236,MVI_39781,16,1,0,1782345530.438407
0,237,MVI_39761,45,1,0,1782345530.4782088
0,238,MVI_39771,27,0,0,1782345530.5178194
0,239,MVI_39781,16,0,0,1782345530.5579197
0,240,MVI_39761,48,4,0,1782345530.5981863
0,241,MVI_39761,39,0,0,1782345530.638158
0,242,MVI_39771,43,1,0,1782345530.6778028
0,243,MVI_39761,32,4,0,1782345530.71785
0,244,MVI_39761,18,2,0,1782345530.757873
0,245,MVI_39761,17,2,0,1782345530.7982187
0,246,MVI_39771,15,7,0,1782345530.8381205
0,247,MVI_39761,4,4,0,1782345530.877758
0,248,MVI_39771,31,3,0,1782345530.917716
0,249,MVI_39771,11,6,0,1782345530.9577053
0,250,MVI_39771,18,7,0,1782345530.9977117
0,251,MVI_39761,25,1,0,1782345531.03772
0,252,MVI_39781,40,1,0,1782345531.077718
0,253,MVI_39771,35,0,0,1782345531.1176858
0,254,MVI_39761,36,1,0,1782345531.1577055
0,255,MVI_39781,11,0,0,1782345531.1977015
0,256,MVI_39781,48,0,0,1782345531.2376537
0,257,MVI_39761,10,1,0,1782345531.2776837
0,258,MVI_39761,31,4,0,1782345531.317636
0,259,MVI_39761,21,2,0,1782345531.3576772
0,260,MVI_39771,11,4,0,1782345531.3977184
0,261,MVI_39771,16,3,0,1782345531.437717
0,262,MVI_39771,9,4,0,1782345531.4777257
0,263,MVI_39761,4,5,0,1782345531.5177183
0,264,MVI_39771,5,5,2,1782345531.557715
0,265,MVI_39771,3,3,0,1782345531.5977094
0,266,MVI_39781,1,1,0,1782345531.6377223
0,267,MVI_39761,25,2,0,1782345531.6777432
0,268,MVI_39781,26,2,0,1782345531.717721
0,269,MVI_39781,18,2,0,1782345531.7577221
0,270,MVI_39781,8,1,0,1782345531.7976873
0,271,MVI_39771,33,2,0,1782345531.8376813
0,272,MVI_39761,17,3,0,1782345531.8776789
0,273,MVI_39771,4,4,0,1782345531.9176812
0,274,MVI_39761,13,3,0,1782345531.9576666
0,275,MVI_39771,32,3,0,1782345531.9977164
0,276,MVI_39771,31,2,0,1782345532.0377123
0,277,MVI_39781,20,2,0,1782345532.0777347
0,278,MVI_39781,6,2,0,1782345532.1177146
0,279,MVI_39771,13,2,0,1782345532.1576693
0,280,MVI_39761,6,4,0,1782345532.1976745
0,281,MVI_39771,2,1,0,1782345532.2378116
0,282,MVI_39771,16,2,0,1782345532.2777214
0,283,MVI_39771,6,1,0,1782345532.3177154
0,284,MVI_39761,7,5,0,1782345532.3577144
0,285,MVI_39761,50,0,0,1782345532.3977134
0,286,MVI_39761,45,0,0,1782345532.437718
0,287,MVI_39761,36,3,0,1782345532.477717
0,288,MVI_39761,2,5,0,1782345532.5177205
0,289,MVI_39761,22,4,0,1782345532.5577116
0,290,MVI_39781,24,1,0,1782345532.5976763
0,291,MVI_39771,15,4,0,1782345532.6376722
0,292,MVI_39781,13,2,0,1782345532.6777098
0,293,MVI_39761,33,0,0,1782345532.7177153
0,294,MVI_39771,33,5,0,1782345532.7577164
0,295,MVI_39761,45,2,0,1782345532.797713
0,296,MVI_39761,35,1,0,1782345532.837717
0,297,MVI_39761,18,3,0,1782345532.877715
0,298,MVI_39761,11,4,0,1782345532.9177063
0,299,MVI_39781,15,2,0,1782345532.9577227
0,300,MVI_39771,50,1,0,1782345532.9976676
0,301,MVI_39771,5,2,0,1782345533.0377483
0,302,MVI_39781,31,0,0,1782345533.0777185
0,303,MVI_39761,44,4,0,1782345533.117716
0,304,MVI_39761,33,4,0,1782345533.1577156
0,305,MVI_39771,35,6,0,1782345533.1977248
0,306,MVI_39761,26,2,0,1782345533.2377183
0,307,MVI_39761,47,5,0,1782345533.277716
0,308,MVI_39771,49,2,0,1782345533.3177285
0,309,MVI_39771,22,3,0,1782345533.3577187
0,310,MVI_39771,45,6,0,1782345533.397671
0,311,MVI_39771,50,4,0,1782345533.4376683
0,312,MVI_39771,14,5,2,1782345533.477681
0,313,MVI_39781,45,1,0,1782345533.5181687
0,314,MVI_39771,22,5,0,1782345533.5585527
0,315,MVI_39771,16,5,2,1782345533.5989423
0,316,MVI_39771,25,2,0,1782345533.63821
0,317,MVI_39761,25,3,0,1782345533.6787345
0,318,MVI_39781,9,0,0,1782345533.717742
0,319,MVI_39771,24,4,2,1782345533.7581685
0,320,MVI_39771,6,5,2,1782345533.7981696
0,321,MVI_39771,46,4,2,1782345533.8380687
0,322,MVI_39781,31,1,0,1782345533.8777552
0,323,MVI_39761,14,5,0,1782345533.9182215
0,324,MVI_39761,11,5,0,1782345533.9582286
0,325,MVI_39761,9,4,0,1782345533.9982083
0,326,MVI_39761,31,3,0,1782345534.0378203
0,327,MVI_39761,29,3,0,1782345534.078107
0,328,MVI_39771,27,6,0,1782345534.1182144
0,329,MVI_39771,41,1,0,1782345534.1586406
0,330,MVI_39781,41,1,0,1782345534.1982195
0,331,MVI_39781,2,2,0,1782345534.2383578
0,332,MVI_39761,41,3,0,1782345534.2786324
0,333,MVI_39771,30,6,0,1782345534.317917
0,334,MVI_39761,30,3,0,1782345534.357786
0,335,MVI_39781,26,0,0,1782345534.398202
0,336,MVI_39771,8,4,0,1782345534.4378247
0,337,MVI_39771,32,5,0,1782345534.4781432
0,338,MVI_39771,20,4,0,1782345534.5181713
0,339,MVI_39781,9,2,0,1782345534.5580559
0,340,MVI_39771,27,3,0,1782345534.5977926
0,341,MVI_39771,27,2,0,1782345534.6381729
0,342,MVI_39771,19,3,0,1782345534.6783345
0,343,MVI_39771,33,0,0,1782345534.7178035
0,344,MVI_39761,11,2,0,1782345534.7578063
0,345,MVI_39771,47,2,0,1782345534.79773
0,346,MVI_39761,16,0,0,1782345534.837667
0,347,MVI_39781,23,0,0,1782345534.877795
0,348,MVI_39771,29,0,0,1782345534.9179134
0,349,MVI_39761,32,1,0,1782345534.958141
0,350,MVI_39771,30,3,0,1782345534.9979007
0,351,MVI_39771,40,4,2,1782345535.0378015
0,352,MVI_39771,18,6,0,1782345535.077795
0,353,MVI_39761,50,2,0,1782345535.1181216
0,354,MVI_39761,8,5,0,1782345535.1580732
0,355,MVI_39771,25,6,0,1782345535.1980412
0,356,MVI_39761,44,0,0,1782345535.2378752
0,357,MVI_39771,7,2,0,1782345535.27786
0,358,MVI_39771,25,5,0,1782345535.318299
0,359,MVI_39771,42,5,0,1782345535.3577914
0,360,MVI_39771,18,4,0,1782345535.3984745
0,361,MVI_39771,18,2,0,1782345535.4383056
0,362,MVI_39771,48,3,2,1782345535.478127
0,363,MVI_39761,27,4,0,1782345535.5178018
0,364,MVI_39761,24,2,0,1782345535.5582151
0,365,MVI_39781,2,0,0,1782345535.5982234
0,366,MVI_39771,24,1,0,1782345535.638209
0,367,MVI_39761,14,4,0,1782345535.6782706
0,368,MVI_39771,21,5,2,1782345535.7184796
0,369,MVI_39771,37,4,2,1782345535.7583737
0,370,MVI_39771,32,1,0,1782345535.7981837
0,371,MVI_39771,40,3,0,1782345535.8381932
0,372,MVI_39771,4,3,0,1782345535.8785255
0,373,MVI_39761,1,0,0,1782345535.9181836
0,374,MVI_39781,8,2,0,1782345535.9580271
0,375,MVI_39781,23,1,0,1782345535.998212
0,376,MVI_39771,36,4,2,1782345536.0382843
0,377,MVI_39771,4,2,0,1782345536.078161
0,378,MVI_39781,36,1,0,1782345536.1178467
0,379,MVI_39761,6,5,0,1782345536.1583061
0,380,MVI_39781,24,0,0,1782345536.1982234
0,381,MVI_39761,47,3,0,1782345536.2383187
0,382,MVI_39781,10,1,0,1782345536.2783117
0,383,MVI_39761,3,4,0,1782345536.317999
0,384,MVI_39781,7,2,0,1782345536.3577054
0,385,MVI_39761,2,1,0,1782345536.39822
0,386,MVI_39771,23,4,2,1782345536.4382107
0,387,MVI_39761,1,2,0,1782345536.4779208
0,388,MVI_39781,22,0,0,1782345536.5182
0,389,MVI_39771,11,5,2,1782345536.5578136
0,390,MVI_39761,50,1,0,1782345536.5982084
0,391,MVI_39761,21,4,0,1782345536.638206
0,392,MVI_39761,30,0,0,1782345536.6779532
0,393,MVI_39781,18,1,0,1782345536.718137
0,394,MVI_39781,34,1,0,1782345536.758157
0,395,MVI_39771,2,3,0,1782345536.797976
0,396,MVI_39761,12,4,0,1782345536.8382134
0,397,MVI_39771,19,2,0,1782345536.8778207
0,398,MVI_39761,9,0,0,1782345536.9182162
0,399,MVI_39781,46,1,0,1782345536.9579265
1,400,MVI_39771,48,3,2,1782345542.172427
1,401,MVI_39761,8,2,0,1782345542.2126858
1,402,MVI_39771,32,0,0,1782345542.2527437
1,403,MVI_39761,24,2,0,1782345542.2926874
1,404,MVI_39761,5,5,0,1782345542.3327394
1,405,MVI_39771,22,6,0,1782345542.372698
1,406,MVI_39771,47,1,0,1782345542.4127436
1,407,MVI_39781,4,2,0,1782345542.4527478
1,408,MVI_39771,24,2,0,1782345542.4927404
1,409,MVI_39771,43,0,0,1782345542.53278
1,410,MVI_39761,43,0,0,1782345542.572596
1,411,MVI_39761,10,1,0,1782345542.61281
1,412,MVI_39781,30,1,0,1782345542.652975
1,413,MVI_39771,20,2,0,1782345542.6926882
1,414,MVI_39761,18,0,0,1782345542.7327852
1,415,MVI_39761,19,3,0,1782345542.772716
1,416,MVI_39761,34,3,0,1782345542.813073
1,417,MVI_39771,3,4,0,1782345542.8529282
1,418,MVI_39781,39,0,0,1782345542.892677
1,419,MVI_39781,7,2,0,1782345542.9327233
1,420,MVI_39781,43,1,0,1782345542.9728074
1,421,MVI_39771,7,1,0,1782345543.0127277
1,422,MVI_39771,47,4,0,1782345543.0528243
1,423,MVI_39771,7,2,0,1782345543.092862
1,424,MVI_39761,24,0,0,1782345543.1325967
1,425,MVI_39771,49,4,0,1782345543.17267
1,426,MVI_39761,50,3,0,1782345543.2127314
1,427,MVI_39761,44,5,0,1782345543.253022
1,428,MVI_39761,19,4,0,1782345543.2931705
1,429,MVI_39771,11,1,0,1782345543.3331313
1,430,MVI_39771,36,3,0,1782345543.3729098
1,431,MVI_39761,1,1,0,1782345543.412792
1,432,MVI_39761,49,0,0,1782345543.4531708
1,433,MVI_39761,21,3,0,1782345543.493119
1,434,MVI_39781,24,1,0,1782345543.5330367
1,435,MVI_39771,45,0,0,1782345543.572736
1,436,MVI_39771,44,6,0,1782345543.6130352
1,437,MVI_39771,9,0,0,1782345543.6529891
1,438,MVI_39771,39,1,0,1782345543.692846
1,439,MVI_39761,11,2,0,1782345543.732856
1,440,MVI_39771,8,1,0,1782345543.7729106
1,441,MVI_39761,2,4,0,1782345543.812918
1,442,MVI_39771,39,3,0,1782345543.8527405
1,443,MVI_39771,31,6,0,1782345543.892749
1,444,MVI_39771,1,5,2,1782345543.9329307
1,445,MVI_39761,6,2,0,1782345543.9729202
1,446,MVI_39781,30,0,0,1782345544.0136945
1,447,MVI_39761,47,0,0,1782345544.0534623
1,448,MVI_39771,18,3,0,1782345544.0927272
1,449,MVI_39771,8,3,0,1782345544.13275
1,450,MVI_39781,9,1,0,1782345544.1730187
1,451,MVI_39771,30,0,0,1782345544.2127252
1,452,MVI_39761,13,3,0,1782345544.2527509
1,453,MVI_39771,46,4,2,1782345544.2925904
1,454,MVI_39771,41,6,0,1782345544.3327334
1,455,MVI_39761,39,2,0,1782345544.372627
1,456,MVI_39771,45,1,0,1782345544.4126978
1,457,MVI_39761,27,3,0,1782345544.4531124
1,458,MVI_39771,7,5,2,1782345544.4926624
1,459,MVI_39771,37,4,2,1782345544.5328617
1,460,MVI_39761,6,5,0,1782345544.5727656
1,461,MVI_39761,41,3,0,1782345544.612765
1,462,MVI_39771,17,6,0,1782345544.652834
1,463,MVI_39771,42,0,0,1782345544.6926236
1,464,MVI_39781,13,2,0,1782345544.732674
1,465,MVI_39761,46,2,0,1782345544.7727337
1,466,MVI_39761,40,5,0,1782345544.8127463
1,467,MVI_39761,15,2,0,1782345544.8527176
1,468,MVI_39771,20,1,0,1782345544.8926039
1,469,MVI_39761,39,3,0,1782345544.9327698
1,470,MVI_39761,18,1,0,1782345544.972719
1,471,MVI_39771,14,7,0,1782345545.0129652
1,472,MVI_39761,36,3,0,1782345545.0527644
1,473,MVI_39771,17,2,0,1782345545.0926065
1,474,MVI_39771,14,5,2,1782345545.1327283
1,475,MVI_39761,22,4,0,1782345545.1727388
1,476,MVI_39771,16,6,0,1782345545.213181
1,477,MVI_39771,27,6,0,1782345545.2526536
1,478,MVI_39781,18,0,0,1782345545.2926955
1,479,MVI_39771,4,1,0,1782345545.333055
1,480,MVI_39771,24,3,0,1782345545.3731775
1,481,MVI_39781,11,2,0,1782345545.4130542
1,482,MVI_39761,4,3,0,1782345545.4534945
1,483,MVI_39771,7,3,0,1782345545.4930494
1,484,MVI_39761,14,5,0,1782345545.5327468
1,485,MVI_39781,40,0,0,1782345545.572927
1,486,MVI_39771,33,4,2,1782345545.6126282
1,487,MVI_39771,15,1,0,1782345545.6529124
1,488,MVI_39771,19,2,0,1782345545.6927705
1,489,MVI_39771,34,4,2,1782345545.7327592
1,490,MVI_39771,49,1,0,1782345545.7729208
1,491,MVI_39771,24,6,0,1782345545.8127186
1,492,MVI_39771,9,1,0,1782345545.8530033
1,493,MVI_39771,27,3,0,1782345545.8926299
1,494,MVI_39781,33,1,0,1782345545.9328706
1,495,MVI_39761,29,3,0,1782345545.9730248
1,496,MVI_39761,49,4,0,1782345546.013069
1,497,MVI_39761,26,4,0,1782345546.0529516
1,498,MVI_39761,13,2,0,1782345546.0930305
1,499,MVI_39761,38,1,0,1782345546.1330626
1,500,MVI_39771,40,4,2,1782345546.17302
1,501,MVI_39761,37,3,0,1782345546.2127264
1,502,MVI_39761,47,1,0,1782345546.2531927
1,503,MVI_39761,2,1,0,1782345546.293077
1,504,MVI_39761,45,0,0,1782345546.3328211
1,505,MVI_39771,30,3,0,1782345546.3731472
1,506,MVI_39771,23,3,0,1782345546.4130416
1,507,MVI_39781,23,2,0,1782345546.4530642
1,508,MVI_39771,40,1,0,1782345546.493151
1,509,MVI_39761,19,1,0,1782345546.5326061
1,510,MVI_39771,20,0,0,1782345546.573032
1,511,MVI_39781,41,1,0,1782345546.613112
1,512,MVI_39761,35,0,0,1782345546.6528132
1,513,MVI_39761,14,2,0,1782345546.6929052
1,514,MVI_39781,20,0,0,1782345546.733139
1,515,MVI_39761,40,4,0,1782345546.7730489
1,516,MVI_39771,11,6,0,1782345546.8130584
1,517,MVI_39771,13,7,0,1782345546.8531802
1,518,MVI_39761,25,2,0,1782345546.8926845
1,519,MVI_39761,50,2,0,1782345546.9330845
1,520,MVI_39781,29,0,0,1782345546.9730444
1,521,MVI_39761,40,1,0,1782345547.0127332
1,522,MVI_39771,8,0,0,1782345547.0531495
1,523,MVI_39761,47,5,0,1782345547.0926116
1,524,MVI_39761,12,2,0,1782345547.1330583
1,525,MVI_39771,44,2,0,1782345547.1729126
1,526,MVI_39781,2,0,0,1782345547.2127464
1,527,MVI_39771,20,6,0,1782345547.25319
1,528,MVI_39771,10,4,0,1782345547.29278
1,529,MVI_39771,7,4,0,1782345547.3327348
1,530,MVI_39761,49,6,0,1782345547.3727376
1,531,MVI_39761,24,3,0,1782345547.4126685
1,532,MVI_39761,50,6,0,1782345547.4529681
1,533,MVI_39781,14,2,0,1782345547.492697
1,534,MVI_39771,2,5,2,1782345547.5330403
1,535,MVI_39761,41,0,0,1782345547.5727122
1,536,MVI_39761,48,6,0,1782345547.6133807
1,537,MVI_39771,18,1,0,1782345547.6530411
1,538,MVI_39761,39,0,0,1782345547.6928253
1,539,MVI_39761,27,2,0,1782345547.7329967
1,540,MVI_39761,1,4,0,1782345547.7730665
